,Brand,Best_Seller,Best_Seller_Rating
528,Lifelong,GoTo Style Mart,3.1655419883347604
529,Lifestyle,Woohoo,3.7979664029789455
530,Liolis,Liolis,3.1592264994939336
531,Lista,Schrodinger15,4.4998614803168895
532,Litake,Youth store.,3.8406049319588673
533,Little Pumpkin,The Baby world,3.5713611992953425
534,Little's,APG_ONLINE_2015,4.163999804324625
535,Littly,Cloudtail India,4.061053570532389
536,Liverpool F.C.,GoalSquadShop,3.005557610549133
537,Livzing,Livzing,4.075816295540012
538,Lloyd,264,3.5280718026085163
539,Logitech,National-shoppe,4.5372800829679205
540,Lolin NodeMCU,Pritroniks Technologies,4.463589392984546
541,Lotus,PARVEEN STORE,4.369948848156303
542,Lovely Arts Collection,Hasan trading,4.177705201714299
543,Low Price,SD TOP QUALITY,3.539713299223225
544,Lunar's,PAZZO,2.843320429017897
545,Lutyens,SSN ENTERPRISES,3.437949209708063
546,Luvlap,HYGIENIC DIAPERS,4.604087086942588
547,Luzon Dzire,UNITED. BROTHERS,3.9230438328703623
548,M-Techno,M-TECHNO,4.4039909774262895
549,M.Chandrasekharan,Pritam Music Pvt. Ltd.,3.744069204477716
550,MAA-KU,Star Peripherals,4.050231908038439
551,MANTRA,Nash Convergent Solutions,4.356961370544756
552,MAONO,Appario Retail Private Ltd,3.6471936226680084
553,MARINE PEARL,Marine Pearl,2.901371418808772
554,MCP,VIJAY VALLABH (ROYALS),3.0150540435468733
555,MChoice,Shopstyle,2.9022427544257634
556,MEXTECH,DE Retail Inc,3.910957731635695
557,MILTON,CKB CREATIONS,4.588324480752546
558,MK,flmas,4.203267942915544
559,MOM'S HOME,GreenWood Organic & Bamboo clothing,3.192757702073359
560,MOUNT TRACK,Fair Deal Traders,3.709386984075853
561,MPRT,MpkrtRetailNet,3.2130166045056434
562,MRF,Agarwal Sports Industries,4.7091711282095305
563,MStick,MoMaSa,4.250688166278189
564,MUFUBU,Mufubu,4.21715121497648
565,MUSTANG,Music Tycoons,3.565406901748215
566,MY 60 MINUTES,Grooming Kart ®,3.6888414352193792
567,MY SHAKE,Tara Traders,3.8114393548095564
568,Magideal,Cyruss,4.0322549388477
569,Magna Tiles,iBhejo,4.2556899498084375
570,Mahanandhi web services,MAHANANDI WEB SERVICES,3.262613882757724
571,Maharaja Whiteline,Cloudtail India,3.8856995249066912
572,MakeMyTrip,Woohoo,3.005536748605973
573,Mamaearth,BEST FOR BABIES,4.53173006655347
574,MamyPoko,MOMAI ENTERPRISE,4.64349360241769
575,Manchester City F.C.,GoalSquadShop,3.2352989834850376
576,Mandhania,Laddu Gopal Poshak,4.017357310068881
577,Mappo,krishnaa sales,3.976774151419737
578,Mark Hamill,Excel Innovators,3.3765014947536063
579,Mastech,Premium-X,3.862564837212047
580,Max Secure,Six Etail,2.9946133237020214
581,Max2100,Fitness Hubb,3.804517131219148
582,Maxcore Technologies,Maxcore Technologies®,0.6297762763728869
583,McAfee,TOPSPOT,3.5370237361715278
584,McCoy,AMAZINGDEALS4EVER,2.9460266775434363
585,Meat Up,Sigma Online,3.09052600011458
586,Meco,Instrukart Holdings,4.212322082041259
587,Mee Mee,Ravaana,4.2066506865232025
588,Metro,RHIME,4.086324699666706
589,Meya Happy,Meya Happy®,4.441395533085167
590,Mi,CaymanSquare,4.052121393651404
591,Michelin,TheMichelinShoppe,4.018730695111518
592,Micromax,Appario Retail Private Ltd,3.746985416963492
593,Microsoft,TOTAL MOBILE AND GAMING,4.4760981476922606
594,Milestone,Cloudtail India,3.46193122034042
595,Milestouch,Kitchenking,3.9456008907133975
596,Mitashi,Appario Retail Private Ltd,3.639056934392396
597,Mivi,Appario Retail Private Ltd,3.5919039391184717
598,Mobias Retails,DSK Collections,3.5115931328070102
599,MobileGabbar,FOOD AVENUE,4.019187834822005
600,Mohit Chauhan,Pritam Music Pvt. Ltd.,3.969786340231358
601,Mohit Raina,Pritam Music Pvt. Ltd.,3.6263693307285583
602,Monitor,Madaan communication,4.090211288334852
603,Morphy Richards,A.E.I.M CORP,4.700414124770618
604,Motorola,Appario Retail Private Ltd,4.070518843086791
605,Mototrance,Cloudtail India,3.05496888505252
606,Munchkin,iBhejo,4.2834204920687595
607,MuscleXP,Emmbros Overseas,3.9812406583997633
608,My Shaldan,theWinkel,3.8748803386427526
609,Mystique,Cloudtail India,2.8298009181495174
610,N Choice,N Choice Bags,3.491841542944192
611,NETCO POWER,Heega Sports,4.369297600361905
612,NIRLON,Rockingdeals,3.77338422557113
613,NISHICA,PUSHBRITE,3.648602008887004
614,NISUN,NISUN INC.,3.4537151197205453
615,NIVIA - - Step Out & Play,Cloudtail India,3.2958468794563736
616,NOVEX,Novex,3.5710353640092167
617,NOVICZ,Avenue Overseas Private Limited,4.450385120119852
618,NPRC,NPRC,3.3938146813286694
619,Namco,GXC,4.446950253207304
620,NeedyBee,NeedyBee,4.408976534303108
621,Nestle,G-Mart Store,4.388853512451696
622,Netgear,MSN Enterprises2015,4.3940510921884535
623,New World,chamunda enterprises,3.825179965158752
624,Nice Line,Nice Line Bags,2.890229561591102
625,Nikon,BRAND W0RLD,4.511389166878826
626,Nilvarna Handicraft,Nilvarna Handicraft,3.336582098260873
627,Nimble House,Nimble house,3.9647931729034136
628,Nivia,Genuine Sports Guaranteed,4.502756047149464
629,Noise,Meera-Enterprises,3.836619243689815
630,Nootie,Cloudtail India,3.4789787454105894
631,Nova,Cloudtail India,4.042753629989822
632,Nu Republic,Gadget House India,3.7264069835272737
633,Numlock,Cloudtail India,4.3642709994539635
634,OCIAL,RHMART™,2.9988657638186473
635,OMOTON,OMOTON Mall,3.8631665623652207
636,ONLINE MONK,Online Monk,2.7066446040483765
637,OOZE,polaccessories,3.377348512795123
638,ORICO,DKonline,4.219431878466768
639,ORPIO (LABLE),Vyson,3.356286445783581
640,OSE,Myhealthycopper,4.630358097259324
641,OULII,IROBOTBOX,3.5370938184214373
642,OceanSky Brand Store,DIGI POINT,4.672486451057628
643,Oddy,Inditradition ®,4.256031974338141
644,Okayji,Okayji,3.4333217780885983
645,Ole Baby,Mani Sales,2.397731714999476
646,Ollmii,eStofers®,3.7057688376106888
647,Om,om surgicals.,3.7105200443954502
648,Omron,Exborders,3.5209269791704516
649,Onida,Cloudtail India,3.777281224059661
650,Ontel,MyKart99,2.843431150420217
651,Ontime,Zollyss®,4.814255169476473
652,Orient,Noor Enterprise873,4.266479041918006
653,Orient Electric,BUSINESS PEOPLES,4.343137806708424
654,Origami So..Soft,origami So soft,4.180146755391191
655,Orpat,24X7 SHOPPING STORE,4.387805844138828
656,Oscar,Kejriwal Electronics Ltd,2.8114457001493833
657,Owen Wilson,Music&more,3.479066630301451
658,Ozoy,Ozoy®,3.3872068438141
659,PAPER PLANE DESIGN,One n Seven Crew,3.9568096254494898
660,PARADOX (LABEL),Paradox India,2.689512862315857
661,PCS SYSTEM - Battery Airtel E5573s,-TOS-,4.011003146157041
662,PEEBUDDY,Cloudtail India,3.4925755472185336
663,PH Artistic,PH Artistic,0.9857181085877199
664,PITZO,PITZO ONLINE,3.0912366666405315
665,PMW,Rock world,4.385870270085279
666,POLE STAR,POLESTAR-BAGS,3.5126806503370487
667,PORTABLEWASH,Cinopera Technologies LLP,3.5825303389362486
668,PROCUS,Miracle Retail,3.0190177357696477
669,PROKLEAR,Cloudtail India,2.92466316079794
670,PUREPET,Cloudtail India,3.339513024590937
671,PVR Cinemas,Woohoo,2.3888952475134344
672,Pampers,Hitech Enterprises.,4.165088944339233
673,Pampers Premium Care,Cloudtail India,3.8963446932276673
674,Panasonic,BestStore2018,4.371115227412199
675,Pandit Nikhil Banerjee,Pritam Music Pvt. Ltd.,3.905718743818348
676,Pantaloons,Woohoo,3.260335770578643
677,Pantene,Cloudtail India,4.560302069748029
678,Pardzworld,PARDZWORLD,3.3155739647751243
679,Park Avenue,Beautykart,4.0417866108578036
680,Parker,Printdoot Corporation,3.934027369069336
681,Paul Rudd,Pritam Music Pvt. Ltd.,3.8714516609425162
682,Pedigree,Shake Hands My Pet Store,3.8853074880302696
683,Pepperfry,Woohoo,4.189194598521219
684,Pet Wholesale,A and D TRADERS,3.1625778897280186
685,Peter England,Cloudtail India,3.6848881914863263
686,Pets Empire,SKI Group®,3.8672282781895047
687,Phenovo,Deals Sea,3.717088788375445
688,Philips,STAR EMPIRES,4.814255169476473
689,Philips Avent,Juniors Junction,4.724933734399571
690,Philips Lighting India,A ONE ELECTRICAL AND HARDWEAYR,4.204674447261537
691,Photron,TigeRetaiL_SLP,3.791716661136857
692,Pigeon,Sri dattganapathi agencie,4.341155160729223
693,Pigeon by Stovekraft,BestBuy Mart,4.7879841591597385
694,Pilot,Vinod Stationers,4.180140218068127
695,Plantex,Planet India,3.559439665955458
696,Play,Advance Projector Inc,3.5567986348660763
697,Play Panda,Play Panda,3.783166645219058
698,Polk Audio,Appario Retail Private Ltd,2.502542497983544
699,Porro Fino,SUNNY LIGHTS,3.7129308986824
700,Portronics,rjsales,4.179964563730079
701,PowerMax Fitness,Powermax Fitness India Pvt. Ltd.,3.5905638964449373
702,Powerpak,eValuemart®,3.72727766291252
703,Prabhas,Music Corner Chandigarh,4.564680571467484
704,Prana Air,Prana Air,4.03548200655412
705,Preethi,Olympia Electronics SLP,3.676958645898879
706,Premier,Acme Mart,3.5722832633437736
707,Prestige,lowprice bazaar,4.176041502816754
708,Presto!,Cloudtail India,3.1966502631125335
709,PrettyKrafts,Pretty Krafts,2.631453370405193
710,Princeware,Sigma Online,4.130237322872311
711,ProElite,Meera-Enterprises,4.109008174346639
712,ProQ,Elektromart,3.5155904173426964
713,Probiker,FYLFOT POINT,4.420190014725437
714,Probus,Shopizone,3.887416748700298
715,Prokick,The Prime Mall,2.5019103419146327
716,Protokart,Protokart,3.8336994676777807
717,Protoner,Sports Hubb,3.6242997343296333
718,Pt. Ajoy Chakraborty,Pritam Music Pvt. Ltd.,4.378968226150285
719,Pt. Bhimsen Joshi,Pankajtelevideocentre,4.472732035358908
720,Pt. Kumar Gandharva,The Paper Palette,4.223811102201379
721,Pt. Rajan,Pritam Music Pvt. Ltd.,3.3258676489240813
722,Pt. Shiv Kumar Sharma,Pritam Music Pvt. Ltd.,3.701446007821056
723,PumPum,Sogani Coir Foam,2.9501131048099816
724,Puma,Cloudtail India,3.16471826759342
725,Punnkk,Punnkk,3.6213744940912456
726,Pureit,India INC.,4.015769814193317
727,Purify+,AprilIndustries,3.7858910081402817
728,QFX,QFX9,3.352162652392248
729,QUEEN EXPORT,Accord Exports Co.,3.508521288123228
730,Quace,Quace Solutions,2.074967404671134
731,Quantum,Radhasoami Enterprises,4.023549062642715
732,Quastro,Jha&bros FREE Additional 90 days Warranty services,2.485900335650725
733,Quechua,Cart2India Online,3.8101446097621423
734,Quick Heal,Unique enterprise  mittal house,4.218508342471717
735,R for Rabbit,The Baby world,3.0294872566855315
736,R-tek (DEVICE),Tetromine,4.059365073213386
737,R.K.V.,Rockfield,3.9767421973311943
738,RASCO,RASCO SPORTS,3.0034169561465465
739,RASON,ALKA SHOPING,2.8656646102555765
740,RED CHERRY,kookaburra india,3.9204650194334625
741,RESONATE,Appario Retail Private Ltd,3.600132000498206
742,REWY,Pados Ki Dukaan,3.884921339899801
743,ROBUST,Cloudtail India,4.612844090381499
744,ROCKETKART,ROCKETKART,3.274931864246763
745,ROHIT BAL,Spicestyle Powered by SpiceJet Ltd.,3.9068128763061236
746,ROLLTOP,ROLLTOP,2.7955008815966393
747,RPM - Euro Games,RPM Enterprises,3.193980857073633
748,RS Home Furnishing,RSFurnishing,3.87092989070638
749,RUATAM HANDICRAFTS,RUSTAM HANDICRAFTS,3.141180709911916
750,RUBX,Cloudtail India,3.1788630303746244
751,RYAN OVERSEAS,BSD ORGANICS,3.502322081349681
752,Racold,AK.Enterprises0612,4.2934757006028015
753,Radhika Apt,JnY Entertainment,4.117337965354562
754,RainSound,guru nanak sales,3.8050122008823606
755,RajasthaniKart,Cloudtail India,4.074714655030897
756,Rakesh Chaurasia,The Paper Palette,4.203267942915544
757,Rally,Sigma Online,4.0604658834924985
758,Rami Malek,MOVIEZONE,4.4552180284810845
759,Ranbir Kapoor,Pritam Music Pvt. Ltd.,3.9381825255660887
760,Ranveer Singh,MOVIEZONE,4.472732035358908
761,Raspberry,FactoryForward,4.212417258448115
762,Raspberry Pi,ORBKART,4.320540825387898
763,Ravensburger,iBhejo,3.939011619194728
764,Ravi Shankar,The Paper Palette,3.7664668450789813
765,Raymond,Woohoo,4.028097314342416
766,Reach,GERMAN INTERNATIONAL,3.296877298293573
767,Realme,Appario Retail Private Ltd,3.718246970705376
768,Recron Certified,Rising Sparkle,4.514873486212167
769,Redgear,Appario Retail Private Ltd,3.9296958677074425
770,Redragon,Peach Imports,4.689464879446239
771,Reelay mee,Absolute e Solutions,3.7660965310732033
772,Reglox,ShoppersTree India,3.922117491008534
773,Regor,Appario Retail Private Ltd,3.7029452412132096
774,Reliable,Reliable Accessories,4.682900117892795
775,Reliance,Woohoo,3.9094850173496902
776,Reliance Digital,Woohoo,3.567493394781582
777,Rewy,Shop Now (REWY),3.0570901191213204
778,Rewy Generic,krishnaa sales,3.9237969442045433
779,Rhobos,Premium-Design,3.099172300405008
780,Ridata,Appario Retail Private Ltd,4.302704677324452
781,Rite Clique,Rite Clique,4.717928131648443
782,Rizzer,SHARP HEALTH SOLUTION®,3.8472442852163513
783,"Rk Shrikathan,M.Balamuralai Krishana,Bombay s Jayashri,Aruna Sairam,Sudha Raghunathan,Nithyashree Mahadevan Maharajapuram V shantaram",Pankajtelevideocentre,4.088032849964614
784,Robert Downey Jr,Music&more,4.0658471034013735
785,Robert Pattinson,MUSIC N BEYOND,4.255599399720959
786,Robustrion,Rush4toys,3.39091833240604
787,Rockbros,AMARDEEP CYCLES,3.74908059622842
788,Rosset,Rana Trader,3.6901657391357015
789,Royal waves,Shri Vinayak sales,3.814820070122779
790,Royallite,The BalajiFab,3.790107725577588
791,SAFESEED,Parijata,4.535782460119074
792,SAFETYNET,IndiaMart Electronics®,4.2352223940008775
793,SAI INTERNATIONAL,Metro Mart India,4.761713148843001
794,SAISAN,True Beats,3.304618667477044
795,SAMPLUS MALL (LABEL),DESK FLAIR™,4.516517052553468
796,SAREGAMA,AQUA SALEs,4.217242110154377
797,SARFUDDIN flutes,SARFUDDIN FLUTES,3.7259453745896036
798,SASSIE,SSN ENTERPRISES,2.9877591102219982
799,SCEPTRE,ecommerce solutions,3.3100413109059037
800,SEEKU,SEEKU,2.943915420374772
801,SELPAK,Decent Exim,4.22678057571302
802,SFK,Stylish Flip Keys,2.6615547880502315
803,SG,Kosmic Square,4.6653861110149695
804,SG Musical,A B MUSICAL STORES & ACCESSORIES,3.82602900913575
805,SHOPATRONES,SHOPATRONES ENTERPRISES,2.589809785128293
806,SHOPPOSTREET,SHOPPOSTREET®,3.5316700664283145
807,SILTON,RHMART™,3.4954475504486577
808,SJCAM,OVIO,4.158355474978223
809,SKYSE,RHMART™,3.6976525432385374
810,SLB Works,SLB  PRODUCTS,3.264202068891402
811,SMT,S S T,3.77822684721388
812,SNDIA,Xoopack,4.308351984182487
813,SOFTSPUN,softspun,2.859434345700976
814,SPAR,Woohoo,4.189194598521219
815,SPL,SHOPON-STORE,3.2816703367082334
816,SPORTLAND,Shiv shakti Traders,4.287915631530028
817,SPORTO FITNESS,SPORTO FITNESS,3.610912166584983
818,SPYON,SPYONSTORE,3.738131310637863
819,SS,Cloudtail.,3.7369676996447496
820,SSKK,dhrishti collection,4.290837977304664
821,SSU,CHEMICO GLASS AND SCIENTIFIC COMPANY,3.5669877918010107
822,STRAUSS,Khel Kood,3.4024777404198074
823,SUKAU,Inditradition ®,4.6478721041371465
824,SUNLEY,Kaushal Sports Industries,3.5327290102252316
825,SVR,Maayra ColorWorld,2.7253607657703607
826,SWASTIK,SwastikEnterprise,4.212838954437531
827,Saco,saco,3.2234194644566543
828,Safari,BABA FARID RETAILS,3.7093384656153514
829,Sahani Traders,Nirmalsale,3.5367454190910386
830,SahiBUY,Sunshine Gifting,4.348632193224484
831,SaleOn,SaleOn™,3.6339634161886094
832,SaleOn™,SaleOn™,3.6626003824404867
833,Salman Khan,The Paper Palette,2.194790781165937
834,Samsung,Nallu Infotech,4.633389627095631
835,SanDisk,best_buyaxz,4.651897587197059
836,Sankalp,Sankalp Scientific & Associates,4.4039909774262895
837,Sansui Electronics Pvt. Ltd.,Sansui Electronics Pvt Ltd,3.406738207436671
838,Sanyo,Cloudtail India,3.671459288452427
839,Sara,LIFE AND ART ACADEMY,4.036135433910948
840,Saregama,CPSTORE,4.3872809134829645
841,Sasimo,Sasimo,2.9154939983076473
842,Satyam Kraft,Satyam Kraft®,4.094806907010597
843,Saysha,Singhania trading co.,3.6203159495261716
844,Scubafitness,"VISHWAKARMA ENTERPRISES,",2.5252649843090307
845,SeCro,BACK BENCHER'S,3.79950550244916
846,Seagate,UPVsales,4.146814859730437
847,SebaMed,ForBridge International,4.054754230119752
848,Secure Vision,Adofys India-(Customer Happiness Is Top Priority),3.8464953951850536
849,See more product details,Fabimpex,3.894196495886636
850,Sennheiser,price..perfect,4.039040446957116
851,Shabana Azmi,shopping24x7,3.943333964698287
852,Shadow Securitronics,Shadow Securitronics,2.5768407557039006
853,Shah Rukh Khan,shopping24x7,4.335789926032079
854,"Shahid Kapoor, Deepika Padukone Ranveer Singh",MOVIEZONE,3.4321547789875195
855,Sharp,GSND Prime,4.003059873324588
856,Sheeba,Cloudtail India,4.604087086942587
857,Shenzhen Best Deals,SAI ENTERPRISES JAIPUR,4.577816076625852
858,Shinco,Cloudtail India,3.0979564742602324
859,Shivya,shivya home,4.235849296416276
860,Shop My Needs,Shop My Needs,2.895763195854686
861,Shop4All,Amy Enterprise,3.973923931021212
862,ShopNGift,Ryka collection,4.177883255209164
863,Shopper Stock,fakhir associates,3.20240261946069
864,Shoppers Stop,Woohoo,4.155358502823636
865,Sigma Instruments,Sunil Associates,1.7557414771628588
866,Signoraware,autumnfare,3.6132657814847615
867,Silver's,The Sport Mall,3.967995227777272
868,Simmtronics,makeURkart,4.370349985426103
869,Sio,STAR INDIA,4.173484097338255
870,Sk Hynix,M-TECHNO,3.8009932610302144
871,Skillofun,Cloudtail India,3.752230713872432
872,Skip Hop,HUB MART,3.1825395257471305
873,Skudgear,Skudgear,3.3540822450810324
874,Skybags,Desert Retail,4.388853512451696
875,Skyking,Skyking Instruments,4.27569945798339
876,SmallAll,Four Brothers Shop,4.337999989137227
877,Smart Frog,INFINITY HOSPITALITY,4.072930982113937
878,Smart Galleria,Smart Galleria,3.6469014770655104
879,Smart One Rocklight,Shree krishna trader,4.584272087186943
880,Smart Plug,Thuse Elektronics Pvt Ltd.,3.162968395173849
881,Smart Pro,shreeganeshmarketing89,4.617222592100956
882,Smartivity,Flyers Bay,4.467119719528834
883,Smartone Rocklight,S. Enterprises.,3.9490316637925313
884,Sobby,SOBBY Microfiber cloths and gloves,3.4810528779624534
885,Solimo,Cloudtail India,3.557674581889075
886,Sony,Digital Xpert,4.643823459976376
887,Speedo,Cloudtail.,3.67990352483498
888,Sphero,NyCraze,3.7879232249099952
889,SpiderJuice,Ukrit,4.630358097259324
890,Spike,Spike Fitness,3.7115297964812255
891,Sport Fuel,Cloudtail India,3.7877135467615934
892,Sports Fuel,Sports Fuel,1.8460881119002468
893,Sportsfuel,Sports Fuel,3.466683440533433
894,SpotsFitt,SportsFitt,4.339620521465303
895,Spotzero by Milton,Vikas plastic,4.220781949793368
896,Sprinto,Buddymate Storefront,3.1766072960732012
897,Square Enix,GamesPlanetImpex,4.589397661689811
898,SreeTeK️ X96 Mini,Sree Info Enterprises,3.4522001476853608
899,Sricam,price..perfect,4.166045436854969
900,Stanley,TAC,4.1058897464072315
901,StarX,Cloudtail India,3.811272009965622
902,Steelbird,Mahna Auto Store,4.073601388650866
903,Sterillium,A.M.S. INTERNATIONAL,4.0075941428314685
904,Store2508,Store2508 Official,3.818735106027445
905,Storite,SaiTech IT Private Limited (Since 2013),2.9232627538092353
906,Story@Home,EEP_SLP,3.8303299121744736
907,Strontium,R.C. Store,4.434616195077764
908,Studds,RS wholesalers,3.681783689575655
909,Style Eva,BUYERS ADDA,4.30835558272946
910,Suntop,SuntopBags,3.668830556773081
911,Super Dog,wowdog,4.1030835884921935
912,Superb,Allianz Technologies,3.7762164047095603
913,Supreme Mall,Supreme Mall,4.6093412890059335
914,Suraj Metals,SINFRA,4.19989094827754
915,Swiss Gear,Perusal,3.2673606114481712
916,Swiss Military,GoTo Style Mart,4.2301899590210414
917,Syga,SYGA,3.3836886800398487
918,Symphony,PEAK INTERNATIONAL,3.935906769879427
919,Syska,shri ram raja,4.512553581983541
920,Syvo,Syvo Official,2.5790939318411548
921,TAAR,Appario Retail Private Ltd,3.5569342418118137
922,TAGG,VSM INDIA,3.821125723745185
923,TANTRA,New Tech World,2.8472682139105308
924,TARAVISION,REAL_1 STORE,3.9186335731344486
925,TARKAN,Shop Drive,3.5748963855759026
926,TATASKY,DTH Digital India,4.232392849025808
927,TCL,MUMBAI SELLER,3.9801559672786873
928,TECHCOM,Aim Square,3.809327003564004
929,TECHONTO,Aash Multisales Corporations,4.116882130448333
930,THE INK BUCKET,Futurewagon Private Limited,3.2955826369296704
931,THINKVALUE,Appario Retail Private Ltd,3.977476418556576
932,TOMMY HILFIGER,ibcstore,3.3140596204723383
933,TOTU,TOTU INDIA,2.6681548980326366
934,TP-Link,B Online Store,4.4790163560064284
935,TQWMU,Seva Mart,3.1518101563913303
936,TRANIAC - Train Like A Maniac,Traniac,3.0236449158459484
937,TRAWOC,LEARNIX,2.8196285534725427
938,TRP TRADERS,Prabha security,4.018809588053803
939,TULIPS,BelleGirlLifeStyle,3.4383112528641826
940,Taapsee Pannu and Vicky Kaushal Abhishek Bachchan,Pritam Music Pvt. Ltd.,4.25380694938611
941,Taj Experiences,Woohoo,3.0026684603882754
942,Tanishq,Woohoo,3.21373670553604
943,Technix,Sports Fuel,3.1614429983690084
944,Techsun Mart,Techsun Mart®,2.9956026307655974
945,Tecnia,Infinity e ventures,2.19586679534162
946,Tefal,Cloudtail.,2.9936069117583455
947,Teflon,modernretailonline,4.212566276788181
948,Tempo,Cloudtail India,2.0508687425255694
949,Tenda,Appario Retail Private Ltd,4.347715861544218
950,Terabyte,UniqueComputers,4.342141455237584
951,Tewtross,JBB Retail,3.5144012525600425
952,Thames,Travelgasm,2.9544396959401604
953,The Clownfish,SKY VENTURE,3.3961306042244144
954,The Entertainment Store,The Entertainment Store Bangalore,3.3082028190702992
955,The Flyers Bay,hreedhan enterprises,3.9572067685485828
956,Think Infotech,Profitech Communication™,3.5344763285412992
957,Thinvent,Thinvent Technologies Private Limited,2.978480620880686
958,Tima,Sports Fun,4.001952291619846
959,Tiny Deal,ToolsMart,3.5227381425693984
960,Titan,YOU & ME NX,3.752903898588656
961,TnW,golden dreams,4.249353970268411
962,Tom Mison,Excel Innovators,3.458239293694376
963,Topps,EMAZING DEALS,3.839459759037077
964,Tosaa,Cloudtail India,4.476560944888324
965,Tottenham Hotspur F.C.,GoalSquadShop,2.5371868823721497
966,TotzTouch,Soft Care,3.7639635527978696
967,Toyshine,Sunshine Gifting,3.6033548712869496
968,Trajectory,TrajectoryStore,3.8268474195541202
969,Trance Home Linen,Trance Home Linen,3.748030895604656
970,Travelsky,ecomstars,3.4484922751155187
971,Trendz Handpicked,sheela textiles,3.5578242440370187
972,Treo,palia crockery & gift centre,4.258830643693779
973,Treo By Milton,Sigma Online,4.017976822453319
974,Trexee,Trexee Enterprises,4.175248023131209
975,Tripole,Adventuregears,3.357436999921671
976,Tronica,EMBEE ENTERPRISES,3.7105200443954502
977,Trumom,Nureca Inc USA,2.000132652896743
978,Tulsi,Tulsi Care,3.0565309898928685
979,Tupperware,MAXEEMISER,4.5887052229455945
980,Tye Sheridan,Excel Innovators,3.3084084141233827
981,UBI Soft,GAMERZONE,4.379800468600792
982,URBAN FOREST,Alpha Collections,3.4820279021187104
983,URBN,Meera-Enterprises,3.6379883180449832
984,Ugreen,Shop-The-World ( SN Recorded ),4.584229022637265
985,Uncle Milton,iBhejo,4.384242669358061
986,UniQual,Hobby Craft,3.1766072960732012
987,United Lethargic,AUGUST LUSH,2.2067195985489274
988,United's,UNITED SALES,2.9501589418385534
989,Unknown,GAMES BABA,3.5233493627469272
990,Upix,S.K. Agrawal Traders,4.542788062870205
991,Urban Home,CRAFTWELL,4.5165255641046445
992,Urban Republic,iBoat (India),3.116406201323328
993,Usha,Cloudtail.,4.038993630706708
994,Ustad Amjad Ali Khan,Pankajtelevideocentre,3.9908284957682216
995,V-Guard,WMCART™,3.95412687681071
996,V.T.I.,V.T.I.,3.263441568339505
997,VARIOUS,Pankajtelevideocentre,4.104324426322304
998,VAULT,Bajaao,3.1488384230141566
999,VB Retail,DiscounteDeals,4.161232319631768
1000,VEMAX,VEMAX,2.7543676113248017
1001,VIP,Shantam International,3.986252104541933
1002,VOODANIA,Thok Adda,2.8384403951532127
1003,VU,DealsMH,4.395922018571607
1004,ValueShop,ValueShop,3.111953155935772
1005,Valve,BEYOND TOYS AND GIFTS,4.008322172464812
1006,Vardhman,VARDHMAN FANCY STORE,3.8492915979424382
1007,Various,Pankajtelevideocentre,3.920144241575064
1008,Various Artists,Pritam Music Pvt. Ltd.,3.6911731629535036
1009,Vector X,Janjua Sports,3.8932427462768335
1010,Vectora,SHOPPER STORE,3.849267921156272
1011,Vega,gupta helmets,3.5745628148827198
1012,Vicky,The Reasonable Price Products Store,4.577816076625852
1013,Vikas gift gallery,AmazHub,3.1258577156871437
1014,Vintage,Sk Noor Enterprises,3.6770526203685967
1015,Virtual World,PYRAMID21,2.611094621154795
1016,Vivek Oberoi,World Motion,2.9295494921492478
1017,Voltas,Cloud6,4.416813020087433
1018,Voxpop,Bioworld,3.515317653119622
1019,WASAN,WASAN EXPORTS,3.422804033582332
1020,WB Games,Cloudtail India,2.840462652697279
1021,WELROCK,WELROCK,2.9877052223695326
1022,WHITE POPCORN SPEED,WHITE POPCORN 🍿,2.406584803623393
1023,WILDEDGE,BDS297,4.323175986659856
1024,WINDEK,WS MART,3.9834495451738685
1025,WINTECH,SS Cycle,4.2135141458616205
1026,WOBBOX,Cloudtail India,3.3727300100926065
1027,WOODY,CW96,3.8231031971099383
1028,WRIGHT,Wright Sense,3.5307261773414504
1029,Warner Bros.,BEYOND TOYS AND GIFTS,3.617737640279307
1030,Waxpol,Cloudtail India,2.830531030936217
1031,Wayona,Appario Retail Private Ltd,3.037238726363221
1032,Webby,Cloudtail India,3.770033873286513
1033,Welcare,WELCARE INDIA,3.881301472238956
1034,Wellon,WELLON OFFICIAL STORE,3.429012708611857
1035,WensLTD,Indeals,2.948112443426844
1036,Western Digital,Krishna Computers indore,4.534204965814238
1037,Westside,GCI Network Private Limited,4.104740746528529
1038,Wet 'n Wild,Cloudtail India,3.4803322417752964
1039,Whirlpool,Sigma Online,3.769191817696262
1040,Whitelily,sim sim world,4.128695044322091
1041,Wifi,AlexVyan_Brothers,3.880868837832125
1042,WildHorn,Cloudtail India,3.4844665911851718
1043,Wildcraft,Kindle Retail,4.629893414510964
1044,Wildstags,Wildstags,3.7086911833853233
1045,Wintech,Nallu Infotech,2.792134089359207
1046,Wipro,Shelfkey,4.682900117892795
1047,WonderKart,WonderKart®,2.992367852661441
1048,Wonderchef,Jumbo Retails,4.544084587360609
1049,Wonderford,ZAPTIN ENTERPRISES,3.6859263616559153
1050,Wright,Wright Sense,3.299678351814109
1051,X96,Elecronics Hub,3.4130706330441303
1052,XERGY,XERGY®,3.9549607556833064
1053,XElectron,store of Gifts,3.3895789708848016
1054,XPG,FastDealsIndia,3.782616488135672
1055,YAOJIN,Elites Accessories,3.862687959268842
