,Seller,Brand,FeedBack_Rating,Courier_Rating,Product_Rating,Packaging_Rating,ALL_OVER
21,(SPORTO FITNESS™)*,SPORTO FITNESS,2.9126984126984126,4.15,3.8833333333333333,3.3980158730158725,3.110824126909297
22,*Marketing Online,Funskool,4.0,4.4799999999999995,3.7,3.85,3.7223851003429744
23,-TOS-,In tel,2.857142857142857,4.3428571428571425,3.7999999999999994,4.3428571428571425,3.5190600493786715
24,-TOS-,PCS SYSTEM - Battery Airtel E5573s,3.0,4.64,4.3999999999999995,4.64,4.014865351909574
25,.DFO INDIA LLP,REWY,3.5,4.366666666666666,3.833333333333333,3.6666666666666665,3.4844067329220696
26,1 Stop Shop,Cosco,3.857142857142857,4.114285714285714,3.628571428571429,3.7428571428571433,3.445974143225587
27,1 Stop Shop,Pilot,3.0,4.3999999999999995,4.2,4.3999999999999995,3.7464698632954954
28,1 Stop Shop,Vicky,4.8,4.8,3.8000000000000003,4.3,4.331295010574037
29,1 Stop Shop,Whitelily,3.2666666666666666,4.263333333333334,3.846666666666667,3.978888888888889,3.488637335436724
30,1 Stop Shoppee,JY SUPER,3.0,4.3,3.585714285714286,3.292857142857143,3.0662795867115613
31,121 IT SOLUTIONS,Terabyte,2.67816091954023,3.997701149425287,3.6045977011494252,3.6068965517241374,2.9548465197900806
32,1699 sikh store,junos,3.8000000000000003,4.6866666666666665,4.22,4.010000000000001,3.9875242626821645
33,1DEEP ENTERPRISES,Epson originals,3.6666666666666665,4.766666666666667,3.433333333333333,3.5499999999999994,3.5395333289468085
34,1st baby store,Himalaya,2.730769230769231,4.442506631299734,4.132161803713528,3.859051724137931,3.4467727198092883
35,1st baby store,Luvlap,3.2615384615384615,4.437179487179487,4.198717948717949,3.7301282051282048,3.586588978745133
