,Seller,MultiLink,FeedBack_Rating,Courier_Rating,Product_Rating,Packaging_Rating,ALL_OVER
1335,ECOM KING,Televisions,3.4,4.601333333333334,4.228000000000001,4.460666666666667,4.085949762538439
1336,ECOM KING,Washing Machines,3.2,4.58,4.299999999999999,4.58,4.080319016716305
1337,ECOM+,Components,3.6,4.446666666666666,3.98,3.7899999999999996,3.795061924696058
1338,ECON SALES,Video Games Deals,3.142857142857143,4.914285714285714,4.799999999999999,4.914285714285714,4.440520606168173
1339,EDZARD ENTERPRISES,Office Supplies & Stationery,2.5714285714285716,3.857142857142857,3.571428571428572,3.0714285714285716,2.930534171339434
1340,EEP_SLP,Bedroom Linen,3.892857142857143,4.511904761904762,3.983333333333333,3.9380952380952388,3.9519949475587244
1341,EES EES TRADERS,Kitchen & Home Appliances,1.75,4.025,3.6999999999999997,4.025,3.1105294479488315
1342,EKSHUB ENTERPRISES ET BAZAR,Gaming Accessories,4.0,4.3,3.6,4.3,3.912671044283245
1343,EKSHUB ENTERPRISES ET BAZAR,PC Games,2.75,3.95,3.6000000000000005,3.95,3.3114562421575338
1344,EL-TRONICS,"Test, Measure & Inspect",4.5,4.5,3.525,4.0125,4.015749586175002
1345,ELAAR Store,Indoor Lighting,2.964035087719298,4.34,3.8985964912280697,3.4313157894736848,3.435019574065615
1346,ELAAR Store,Smart Home,3.7156862745098036,4.4450980392156865,3.6617647058823537,4.124019607843136,3.8478822279431784
1347,ELECTOMANIA®,Baby Fashion,3.8461538461538463,4.534065934065934,3.876923076923077,3.861538461538461,3.8928035950691724
1348,ELECTOMANIA®,Cycling,4.0,4.571428571428571,3.8428571428571425,3.9214285714285713,3.9606440391477187
1349,ELECTOMANIA®,International Toy Store,0.7999999999999999,4.0200000000000005,4.0200000000000005,2.41,2.4019960136541325
1350,ELECTOMANIA®,Motorbike Accessories & Parts,2.75,4.226666666666666,3.8333333333333335,3.291666666666667,3.2674161016371377
1351,ELECTOMANIA®,Musical Instruments & Professional Audio,3.272222222222222,4.344074074074074,3.869999999999999,3.88962962962963,3.6652558713618832
1352,ELECTOMANIA®,Strollers & Prams,3.166666666666667,4.316666666666667,3.7166666666666663,3.4416666666666664,3.4360952965499996
1353,ELECTRADE,Components,3.857142857142857,4.542857142857144,4.200000000000001,4.542857142857144,4.211472990531949
1354,ELECTRO KART,Heating & Cooling Appliances,0.8333333333333334,4.0,4.0,4.0,2.9175266016564425
1355,ELECTRO KART,Home Audio & Theater,0.75,4.1000000000000005,4.1000000000000005,4.1000000000000005,2.992845959122457
1356,ELECTRO KART,Laptops,0.625,3.2000000000000006,3.2000000000000006,3.2000000000000006,2.0682420377998216
1357,ELECTRONIC SCIENCE PROJECTS,Car Electronics,2.833333333333333,4.321428571428571,3.6499999999999995,3.2416666666666667,3.260104791309669
1358,ELECTRONICS MART INDIA LTD,Janitorial & Sanitation Supplies,3.288888888888889,4.155555555555555,3.3333333333333335,3.8666666666666663,3.441140521826281
1359,ELECTRONICS MART INDIA LTD,Kitchen & Home Appliances,3.3333333333333335,4.3999999999999995,3.7999999999999994,4.3999999999999995,3.8512517007910256
1360,ELECTRONICS PLAZA.,Rucksacks,1.388888888888889,3.7111111111111104,3.644444444444444,3.3333333333333335,2.6468109334241565
1361,ELECTRONIKA,Home Audio & Theater,0.6666666666666666,4.2,4.2,4.2,3.0681653165884697
1362,ELEVATE,Components,2.7199999999999998,4.4769999999999985,4.161999999999999,4.085999999999999,3.705759164465455
1363,ELEVATE,Networking Devices,2.8466666666666662,4.1866666666666665,3.8672380952380943,3.899809523809524,3.487364984562281
1364,ELITE BAGS,Rucksacks,2.142857142857143,4.085714285714285,3.842857142857142,2.992857142857143,2.947121277957269
1365,ELITE BAGS,Wallets,2.9681159420289855,4.419710144927536,4.084927536231883,3.526521739130435,3.549584305560648
1366,EMAZING DEALS,Kitchen Storage & Containers,4.8,4.8,3.94,4.37,4.447486793686698
1367,EMAZING DEALS,Sports Collectibles,4.0,4.428571428571429,3.9666666666666663,3.9833333333333334,3.9603543330839255
1368,EMBEE ENTERPRISES,Speakers,3.0,4.3999999999999995,4.1000000000000005,4.3999999999999995,3.84050273793392
1369,EMERGING TECHNOLOGIES THRISSUR KERALA INDIA,Components,2.725,4.2425,3.8925,3.9275000000000007,3.4905553188918415
1370,ENERSENSE,Heating & Cooling Appliances,5.0,5.0,3.375,4.1875,4.364305718667135
1371,ENSP Online Retail Store,Sewing & Craft Supplies,3.333333333333333,4.169047619047619,3.783333333333334,3.5583333333333336,3.4830046090980096
1372,ENTERTAINMENT HUB,PC Games,3.8,4.38,2.8999999999999995,4.38,3.7188970289662313
1373,ESPIRE,Kids' Watches,4.166666666666667,4.566666666666667,4.016666666666667,4.091666666666667,4.1096466514303955
1374,ESnipe Mart,Security Cameras,3.5,4.7,4.3999999999999995,4.7,4.277943413870687
1375,ETAILZONE,Computer Accessories,2.6,3.8171428571428576,3.128571428571429,3.5700000000000003,2.9632002731526965
1376,ETAILZONE,Office Supplies & Stationery,3.0,4.416666666666667,3.8000000000000003,3.4,3.4370175676608277
1377,EXECLUSIVE STORE,Home Entertainment Systems,2.7333333333333334,4.1,3.4600000000000004,3.6966666666666663,3.242768323175949
1378,E_trader,Components,3.676470588235294,4.363529411764706,3.598823529411765,4.13764705882353,3.792484109079526
1379,E_trader,Travel Accessories,3.0294117647058822,4.3870588235294115,3.947352941176471,3.488382352941177,3.503696607227577
1380,Eagle Eye Gadgets,Security Cameras,3.333333333333333,4.276190476190476,3.833333333333333,3.583333333333333,3.5461931837000025
1381,Eagle Eye Gadgets,Smart Home,3.5555555555555554,4.527777777777778,3.913333333333332,4.301111111111111,3.9621328851175006
1382,Eagle Information,Desktops,2.7941176470588234,4.382352941176471,4.158823529411765,4.017647058823529,3.667100666071242
1383,Eagle Network Supply Pvt. Ltd.,Car Accessories,3.0,4.233333333333333,3.9,3.4499999999999997,3.4106876110288598
1384,Eagle Network Supply Pvt. Ltd.,Heating & Cooling Appliances,2.681159420289855,4.008695652173913,3.5826086956521737,3.86231884057971,3.281120968753406
1385,Eagle Network Supply Pvt. Ltd.,Indoor Lighting,2.1999999999999997,4.3566666666666665,3.94,3.0700000000000003,3.1194476604757213
1386,Eagle Network Supply Pvt. Ltd.,Lab & Scientific,3.095652173913044,4.3426086956521734,3.800217391304347,3.969673913043478,3.6216871982738805
1387,Eagle Network Supply Pvt. Ltd.,Sewing & Craft Supplies,3.5,4.27,3.65,3.575,3.537218910062867
1388,Easy Home Deals,Janitorial & Sanitation Supplies,2.848275862068965,3.981724137931035,3.328275862068966,3.8917241379310354,3.256918758257906
1389,Easy Home Deals,Washing Machines,2.7857142857142856,4.35952380952381,3.8833333333333333,4.048809523809524,3.5897001102283848
1390,Easy Shoppi,Drives & Storage,2.5,4.449999999999999,3.8999999999999995,4.449999999999999,3.679553626685766
1391,EasyHealth,All Exercise & Fitness,3.333333333333333,4.523809523809524,3.4666666666666663,3.3999999999999995,3.479665895697383
1392,EasyHealth,Strength Training,2.5714285714285716,4.242857142857143,3.871428571428571,3.2214285714285715,3.210908927752097
1393,Easyekart,Security Cameras,2.45,3.5675,2.8674999999999997,3.2525000000000004,2.6488768924319577
1394,Easysellers,Wallets,2.815686274509804,4.254313725490197,4.101372549019608,3.4585294117647054,3.4254354742227155
1395,Ebee®,Computer Accessories,4.75,4.87,3.6499999999999995,4.199999999999999,4.324273921389882
1396,Ebuy365,Laptops,3.0075757575757573,4.455303030303031,3.8825757575757582,3.817803030303031,3.613377463429529
1397,Ebuy365,Printers & Ink,4.020408163265306,4.702040816326531,3.706292517006803,4.41437074829932,4.139683154432166
1398,Ecom-Retails,DSLR Cameras,2.9625,3.9995833333333337,3.6202083333333333,3.8888541666666674,3.37605349838559
1399,Ecom-Retails,Home Entertainment Systems,3.333333333333333,4.504761904761905,4.033333333333334,3.6833333333333336,3.722136722286301
1400,Ecom-Retails,International Toy Store,3.5714285714285716,4.6,3.8714285714285714,3.721428571428571,3.7933691843518225
1401,Ecom-Retails,Latest Video Games,3.0,3.5789473684210527,2.44,3.40421052631579,2.7392939754599723
1402,Ecom-Retails,Smart Home,4.2,4.733333333333333,4.0,4.1000000000000005,4.181152239708464
1403,Economically Musical,Musical Instruments & Professional Audio,3.088235294117647,4.402941176470588,4.079411764705881,4.1720588235294125,3.7863445030187837
1404,Ecotail Ventures,Office Supplies & Stationery,3.375,4.361111111111111,3.8703703703703707,4.019907407407407,3.7434370221491147
1405,Edinms Technologies,PC Games,3.75,4.75,4.0,4.75,4.272981369239707
1406,Edinms Technologies,Software,4.075,4.7875000000000005,4.040000000000001,4.53875,4.321121672248161
1407,Eeasy India,Janitorial & Sanitation Supplies,3.1666666666666665,4.092105263157895,3.3131578947368423,3.924122807017544,3.3954777626527175
1408,Eeasy India,Kitchen & Home Appliances,4.0,4.6499999999999995,3.899999999999999,4.6499999999999995,4.244658145893409
1409,Einstein box,STEM Toys Store,1.7307692307692308,3.7579487179487177,3.5271794871794873,2.6289743589743586,2.4985892513412864
1410,Ekart4u,"Test, Measure & Inspect",4.333333333333333,4.633333333333334,4.133333333333334,4.233333333333333,4.260893159913442
1411,Eldino India,Monitors,2.5,4.0,4.0,4.0,3.3874879428536095
1412,Elecronics Hub,Desktops,2.8,4.28,3.7,4.28,3.587832715869042
1413,Electrama,Indoor Lighting,3.4826666666666664,4.5196000000000005,4.147600000000001,3.8151333333333333,3.8447018513711138
1414,Electric-Deals,Speakers,3.1439999999999997,4.400800000000001,4.036800000000002,4.3524,3.8483298557360066
1415,Electrical Courtyard,Indoor Lighting,4.25,4.695454545454545,3.7295454545454545,3.989772727272727,4.069653545728595
1416,Electro Cafe,Car Electronics,3.0,3.875,3.575,3.2875,3.129808636766832
1417,ElectroBot,All Computers & Accessories,3.2399999999999998,4.22,4.02,3.8699999999999997,3.6437286088406178
1418,ElectroBot,Components,2.5016569200779726,4.410955165692008,4.172358674463938,4.19782651072125,3.658228332210739
1419,ElectroBot,Desktops,2.066666666666667,3.7199999999999984,3.2266666666666652,3.7199999999999984,2.8517202143967424
1420,ElectroBot,Drives & Storage,2.7142857142857144,4.571428571428571,4.3999999999999995,4.571428571428571,3.9650149380797552
1421,ElectroBot,Monitors,2.4545454545454546,4.309090909090909,4.054545454545454,4.309090909090909,3.609475807818953
1422,ElectroBot,Networking Devices,3.375,4.25,4.0,4.25,3.8118917871448628
1423,Electronic World (IN),Car Electronics,1.75,4.295,4.175,2.9625,2.998967939757798
1424,Electronic-Warehouse,Monitors,3.3333333333333335,4.573333333333334,4.115555555555557,4.486666666666667,4.033689690224175
1425,Electronics Barrel,Drives & Storage,3.425,4.552499999999999,4.137499999999998,4.552499999999999,4.079129518611259
1426,Electronics Shoppe,All Computers & Accessories,3.6885964912280698,4.522807017543859,4.037719298245615,4.336842105263159,4.043923903846924
1427,Electronics Shoppe,Computer Accessories,4.166666666666667,4.595238095238095,3.7833333333333337,3.9750000000000005,4.017766501864097
1428,Electronics Shoppe,Heating & Cooling Appliances,3.8333333333333335,4.55,4.1000000000000005,4.55,4.182087892630149
1429,Electronics Villa,Software,3.0,4.19,3.44,3.22,3.1912777096598037
1430,ElectronicsArtGalleryEAG®,Security Cameras,3.3522988505747127,4.332011494252874,2.9906321839080463,4.007672413793104,3.4777558190215094
1431,ElectronicsMarvel,All Computers & Accessories,4.5,4.6,4.2,4.6,4.433355025602338
1432,ElectronicsMarvel,Computer Accessories,3.3931972789115643,4.47795918367347,4.121632653061223,4.275782312925169,3.9467435410753153
1433,Electroniks4u,All Computers & Accessories,0.0,4.4,4.4,4.4,3.077815629161347
1434,Electroniks4u,Car Electronics,1.2666666666666666,3.796078431372549,3.5725490196078433,2.4196078431372543,2.3265679304557905
1435,Electroniks4u,Computer Accessories,3.1052631578947367,4.589473684210526,4.2631578947368425,4.2105263157894735,3.9263350625106357
1436,Electroniks4u,Home Entertainment Systems,3.5526315789473686,4.503947368421053,3.893421052631578,4.317763157894737,3.9520702892910515
1437,Electroniks4u,Speakers,2.6666666666666665,4.666666666666667,4.5,4.666666666666667,4.047020626377847
1438,Elektromart,Musical Instruments & Professional Audio,3.333333333333333,4.458571428571429,3.98,3.6566666666666663,3.6808878109358405
1439,Elevea™ Elite Shope(1Year Warranty Promise),Car Electronics,3.25,4.2570512820512825,3.9416666666666673,3.595833333333333,3.54948775343757
1440,Elite-India®,Musical Instruments & Professional Audio,3.598148148148148,4.399444444444445,3.8850000000000002,3.741574074074075,3.7342255133688393
1441,Elites Accessories,Security Cameras,3.247525891829689,4.476141158419639,3.940698120444956,4.167529727656309,3.819404150729186
1442,Elites Accessories,Smart Home,2.9629629629629632,4.445679012345679,3.967901234567901,3.8654320987654325,3.636335155741942
1443,Ellonia,Bedroom Linen,4.2,4.633333333333334,4.18,4.19,4.222090691565851
1444,Emblem_SLP Samsung Authorized,Tablets,2.6,4.673333333333333,4.073333333333333,3.936666666666667,3.673942836698628
1445,Emmbros Overseas,Fitness Accessories,4.6000000000000005,4.6000000000000005,3.5,4.05,4.087664808000324
1446,EnetSLP,Tablets,3.666666666666667,4.637254901960784,4.042156862745098,4.430882352941176,4.1136432381196135
1447,Enigma Solutions,Lab & Scientific,3.1999999999999997,4.266666666666667,3.6,3.4,3.380309321816677
1448,Enivid Sales,Lab & Scientific,3.142857142857143,4.15,3.4314285714285724,4.019285714285715,3.4749004711915443
1449,Ensure Sales India,Travel Accessories,3.9538461538461536,4.595384615384615,3.6030769230769235,3.778461538461538,3.8435973281194693
1450,Ensure Sales India,Wallets,3.333333333333333,3.8261904761904764,3.583333333333333,3.458333333333333,3.2631692077564662
1451,Entertainment Junction,All Hindi,4.166666666666667,4.738095238095238,3.9833333333333334,4.075,4.160791143383961
1452,Envie & Digitek,Musical Instruments & Professional Audio,2.8253968253968256,4.167460317460318,3.8055555555555562,3.9392857142857154,3.4697701948849327
1453,Envision Entertainment,Rucksacks,2.7883076923076926,4.235350427350428,3.7442393162393164,3.266273504273504,3.248536919327287
1454,Epitome M.,Lab & Scientific,2.6666666666666665,4.05,3.5,3.083333333333333,3.015525393210843
1455,Equip0,Smart Home,2.75,4.4,3.8000000000000003,4.4,3.6867652313720187
1456,Ergode India,Musical Instruments & Professional Audio,3.3977272727272725,4.491692789968652,3.694796238244513,4.018675548589342,3.7508756943264396
1457,Ergode India,Security Cameras,3.3587962962962963,4.401736111111111,3.8038194444444446,3.9625578703703703,3.717270931157526
1458,Ergy Store,Janitorial & Sanitation Supplies,3.088888888888889,4.527777777777778,4.227777777777778,4.058333333333334,3.8384934221900093
1459,Ergy Store,Office Supplies & Stationery,3.333333333333333,4.388095238095238,3.816666666666667,3.575,3.5818239815581956
1460,Eshop 24by7,Indoor Lighting,3.8818342151675487,4.53862433862434,3.9444444444444446,3.9131393298059973,3.9402060269336356
1461,Eshoppinghub,Car Accessories,3.833333333333333,4.5476190476190474,3.75,3.791666666666667,3.8363521950402477
1462,Eshwari Biztech India Pvt Ltd,Networking Devices,2.878787878787879,4.4363636363636365,4.151515151515151,4.178787878787879,3.7623262908014743
1463,Esquare Enterprise,Smart Home,2.543589743589744,4.125641025641025,3.7243589743589736,3.8570512820512826,3.3248547551233276
1464,EssEll,"Baby Bath, Skin & Grooming",2.857142857142857,4.5,3.8428571428571425,3.35,3.424299412937592
1465,Estore mall,Security Cameras,3.0952380952380953,4.161904761904763,3.347619047619048,3.8738095238095243,3.3952710561266186
1466,EsyShop,Networking Devices,3.5,4.175,4.075,3.7875,3.6880734019336634
1467,Etail Ent,Kitchen & Dining,3.1999999999999997,4.58,3.98,3.5899999999999994,3.668149823714676
1468,Etechserv,Components,2.6,4.36,3.9200000000000004,3.2600000000000002,3.2900311326943363
1469,Even project solutions,Home Improvement,3.142857142857143,4.185714285714286,3.885714285714286,3.514285714285714,3.449716231873939
1470,Even project solutions,Lab & Scientific,1.5,3.59,3.25,2.375,2.2091463295383713
1471,Everycom Electronics,Printers & Ink,2.5454545454545454,4.109090909090909,3.8545454545454545,3.6545454545454548,3.289001231222249
1472,Evizo Direct,Yoga,3.472222222222222,4.352777777777777,3.9361111111111104,3.704166666666666,3.682758146431132
1473,Evolve_SLP_Samsung Authorized,Tablets,2.6956521739130435,4.443478260869566,4.126086956521739,4.141304347826087,3.694119187745513
1474,Exborders,All Computers & Accessories,1.0,4.1000000000000005,4.1000000000000005,4.1000000000000005,3.0633401603020323
1475,Exborders,Baby Fashion,4.352941176470588,4.594117647058823,3.985882352941176,4.169411764705882,4.18956730923937
1476,Exborders,Components,1.953183520599251,4.349438202247191,4.075280898876403,4.109737827715356,3.4242352849575575
1477,Exborders,Cycling,2.1666666666666665,4.111904761904762,3.9833333333333334,3.0749999999999997,3.0297039410583446
1478,Exborders,DSLR Cameras,1.9134615384615385,4.509615384615385,4.34423076923077,4.098076923076923,3.5453698999845744
1479,Exborders,Gaming Accessories,1.6666666666666667,5.0,5.0,5.0,4.1406815175137455
1480,Exborders,Home Entertainment Systems,2.325,4.52,4.245,4.19125,3.668302438438187
1481,Exborders,International Toy Store,2.875193798449612,4.375236081747711,3.9496546863988726,3.4124242424242426,3.431497664929401
1482,Exborders,Janitorial & Sanitation Supplies,2.3627450980392157,4.381372549019607,4.1460784313725485,4.0897058823529395,3.56508810254018
1483,Exborders,Lab & Scientific,2.884210526315789,4.326315789473685,3.688421052631578,4.1021052631578945,3.5680449582973077
1484,Exborders,Monitors,1.4285714285714286,4.314285714285715,4.200000000000001,4.314285714285715,3.3642272509244284
1485,Exborders,Musical Instruments & Professional Audio,1.5,3.935353535353537,3.7767676767676783,3.765656565656567,2.9421948430654843
1486,Exborders,Networking Devices,1.9404255319148938,4.253191489361702,4.021276595744681,4.085106382978725,3.360643240216943
1487,Exborders,PC Games,1.6666666666666667,3.2499999999999996,2.899999999999999,3.2499999999999996,2.3142593986982702
1488,Exborders,Rucksacks,2.376470588235294,4.090980392156863,3.7968627450980392,3.0866666666666664,3.0328971019310265
1489,Exborders,STEM Toys Store,4.0,4.285714285714286,3.883333333333333,3.9416666666666673,3.868756249191616
1490,Exborders,Software,1.4285714285714286,4.338095238095239,4.157142857142857,3.9261904761904756,3.2347109879165825
1491,Exborders,Strollers & Prams,2.666666666666667,4.5,4.2,3.4333333333333336,3.4969089485749487
1492,Exborders,Toys Gifting Store,2.833333333333333,4.133333333333334,3.9333333333333336,3.3833333333333333,3.312759169049058
1493,Exborders,Video Games Deals,2.0,4.2,4.0,4.2,3.388638852624652
1494,Excel India Online,"Baby Bath, Skin & Grooming",2.833333333333333,4.314285714285714,3.6999999999999997,3.2666666666666666,3.2794015031564183
1495,Excel India Online,Strollers & Prams,2.833333333333333,4.154285714285714,3.539999999999999,3.186666666666667,3.1474250448384287
1496,Excel Innovators,All English,3.511904761904762,4.483333333333333,3.811904761904762,3.6619047619047618,3.6958190238089017
1497,Excel Innovators,All Hindi,2.25,3.8549999999999995,3.775,3.0125,2.8763137347432823
1498,Excel Innovators,Blu-ray,3.5784313725490198,4.4034313725490195,3.5962254901960793,3.5873284313725495,3.5996853298293163
1499,Excel Innovators,School Bags,3.8000000000000003,4.416666666666667,3.7600000000000002,3.78,3.7756241534373345
1500,Express Delivery Retail,Computer Accessories,3.4,4.24,3.1000000000000005,4.24,3.5621043255093294
1501,Express Delivery Retail,Headphones,3.5490196078431375,4.481372549019608,3.9762254901960783,4.29203431372549,3.9569540949649396
1502,Express Delivery Retail,Speakers,3.748062015503876,4.657829457364341,4.199302325581396,4.429496124031009,4.187648132206446
1503,Extender,All Computers & Accessories,3.0,4.3999999999999995,4.1000000000000005,4.3999999999999995,3.84050273793392
1504,Extender,Headphones,2.6666666666666665,4.4,4.1000000000000005,4.4,3.746510469694487
1505,Eye2Eye,Networking Devices,2.263157894736842,4.099473684210527,3.823157894736842,3.701052631578947,3.2121884772345903
1506,Ezioinc78,Components,3.6397163120567373,4.473475177304964,3.994751773049645,4.208723404255319,3.957423170742227
1507,Ezioinc78,Home Entertainment Systems,2.142857142857143,4.257142857142857,4.128571428571428,3.1357142857142857,3.138901662198434
1508,Ezioinc78,Networking Devices,3.8947368421052633,4.468421052631579,3.668421052631578,4.468421052631579,4.021670853474643
1509,Ezioinc78,PC Games,4.0,4.742857142857143,4.3999999999999995,4.742857142857143,4.449390240257735
1510,F Gear,All Computers & Accessories,4.0,4.5,4.5,4.5,4.30454027256042
1511,F Gear,Backpacks,1.5,4.2942857142857145,4.18,2.84,2.889573064570077
1512,F Gear,Computer Accessories,3.3393939393939394,4.61939393939394,4.260000000000001,4.416363636363637,4.070204525338516
1513,F Gear,School Bags,2.9384615384615387,4.527692307692307,4.150769230769231,3.5446153846153843,3.606873170721074
1514,F.B MART,Rucksacks,3.833333333333333,4.4190476190476184,3.7166666666666663,3.775,3.772280547261296
1515,F.B MART,School Bags,4.333333333333333,4.804761904761905,3.966666666666666,4.1499999999999995,4.253264443149801
1516,F.O.R.,"Baby Bath, Skin & Grooming",3.8863636363636362,4.518181818181818,3.756363636363636,3.8213636363636367,3.8514660979165143
1517,F.O.R.,Camping & Hiking,3.2857142857142856,4.371428571428572,3.6,3.4428571428571426,3.4587119452414257
1518,F.O.R.,Diapers,3.0,4.414285714285714,3.8428571428571425,3.4214285714285713,3.4549945423696706
1519,F.O.R.,International Toy Store,2.1999999999999997,4.236666666666667,4.12,3.16,3.152705036350942
1520,F.O.R.,Nursing & Feeding,3.666666666666667,4.142857142857143,3.9,3.7833333333333337,3.6728053433406824
1521,FAB BEAUTY STORE,"Baby Bath, Skin & Grooming",2.4315789473684206,4.198421052631579,3.9563157894736842,3.1939473684210524,3.168986501024973
1522,FADDISH,Janitorial & Sanitation Supplies,3.6666666666666665,4.733333333333333,4.6000000000000005,4.733333333333333,4.404124970266986
1523,FADDISH,Kitchen & Home Appliances,4.0,4.4875,3.899999999999999,4.4875,4.129169954787628
1524,FADDISH,Speakers,3.3714285714285714,4.5128571428571425,3.9771428571428573,4.102857142857142,3.857430515189919
1525,FAST LIFE,Monitors,3.0,4.585714285714285,4.033333333333332,4.585714285714285,3.9539907297476287
1526,FAST LIFE,Printers & Ink,3.0954128440366975,4.605657492354739,4.135015290519877,4.208792048929663,3.893649756651227
1527,FAST LIFE,Speakers,2.6142857142857143,4.364285714285713,3.9714285714285706,4.110714285714285,3.587855262107177
1528,FESTIVALS_ STORE,Heating & Cooling Appliances,3.4285714285714284,4.142857142857143,4.0,4.142857142857143,3.7508516273278834
1529,FFCP - Yellow Bee,"Baby Bath, Skin & Grooming",2.7063492063492065,4.4833333333333325,4.116666666666666,3.411507936507936,3.471445359391141
1530,FFCP - Yellow Bee,Diapers,2.666666666666667,4.347619047619047,4.133333333333333,3.4,3.4089998605426857
1531,FFCP - Yellow Bee,Strollers & Prams,3.0,4.583333333333334,4.383333333333334,3.691666666666667,3.758159322316668
1532,FH Retail,Janitorial & Sanitation Supplies,3.2857142857142856,4.314285714285714,3.399999999999999,4.314285714285714,3.6659163120007783
1533,FINE KART,Clothing,3.076923076923077,4.688461538461539,4.496153846153847,4.601923076923077,4.148858574561149
1534,FINE KART,Fitness Accessories,5.0,5.0,3.675,4.3375,4.496545438280847
1535,FINICKY-WORLD,Gaming Consoles,2.3333333333333335,3.6,2.9,3.6,2.750987731404975
1536,FINICKY-WORLD,Security Cameras,3.090909090909091,4.368181818181817,3.886363636363636,3.8522727272727266,3.6157266268346593
1537,FLASH SALES INDIA,Computer Accessories,5.0,5.0,3.75,4.374999999999999,4.529605368184274
1538,FLASH SALES INDIA,Gaming Accessories,0.5,4.3,4.3,4.3,3.1199866069946247
1539,FLASH SALES INDIA,PC Games,1.75,4.4750000000000005,4.3,4.4750000000000005,3.596829511006419
1540,FLASH STAR,Tablets,0.6666666666666666,2.5,2.5,2.5,1.3882690996486464
1541,FLOWERS ENTERPRISE,Badminton,4.166666666666667,4.623809523809524,4.033333333333333,4.1000000000000005,4.138939233897669
1542,FLOWERS ENTERPRISE,Cricket,2.661538461538462,4.344615384615385,3.875384615384616,3.268461538461539,3.291859158128963
1543,FLOWERS ENTERPRISE,Football,3.5,4.509523809523809,3.8999999999999995,3.6999999999999993,3.7394087054321603
1544,FOCUS CONSUMERS,All Computers & Accessories,3.6067019400352733,4.492275132275132,4.084867724867724,3.9643033509700167,3.900501202214404
1545,FOCUS CONSUMERS,Drives & Storage,3.7333333333333334,4.720000000000001,4.400000000000002,4.720000000000001,4.35795193285131
1546,FOCUS CONSUMERS,Networking Devices,2.8,4.4,4.0,4.4,3.7563596085294844
1547,FOOD AVENUE,Car Electronics,3.0933333333333333,4.4497333333333335,4.109733333333334,3.6015333333333333,3.6278082744471085
1548,FOOD AVENUE,Gaming Accessories,3.0,3.85,2.7,3.85,3.061150871125031
1549,FOOD AVENUE,Musical Instruments & Professional Audio,1.9890547263681595,3.6494029850746266,3.2774626865671648,3.2660945273631845,2.6685522206034857
1550,FOOD AVENUE,PC Games,1.6,3.1599999999999997,2.6999999999999997,3.1599999999999997,2.1760027176702463
1551,FREDI HD PLUS,Security Cameras,3.4387096774193546,3.890322580645161,2.5241935483870965,3.6830645161290327,3.0970322298656523
1552,FSNSTORE,Wallets,4.75,4.8,3.6750000000000003,4.2124999999999995,4.308410132086772
1553,FTCPL,Car Electronics,4.166666666666667,4.466666666666667,3.5333333333333323,3.85,3.858188389919686
1554,FTCPL,Computer Accessories,3.6,4.76,4.6000000000000005,4.76,4.404278424903126
1555,FUR JADEN,Backpacks,3.1462703962703964,4.199125874125874,3.760664335664335,3.453467365967367,3.401265017799312
1556,FUR JADEN,School Bags,3.1785714285714284,4.339285714285714,3.748214285714287,3.463392857142857,3.4639895575863084
1557,FUR JADEN,Travel Duffles,4.5,4.5,3.8,4.15,4.1369693291542395
1558,FURBUP,Networking Devices,3.5,4.55,4.1000000000000005,4.55,4.088095624390714
1559,FUTURE FORWARD(RGB FILMS PVT LTD),DSLR Cameras,2.7142857142857144,3.900000000000001,3.100000000000001,3.900000000000001,3.127111971652597
1560,FYLFOT POINT,Motorbike Accessories & Parts,4.076923076923077,4.684615384615385,3.515384615384615,3.7961538461538455,3.8940179872900043
1561,FabSeasons,Clothing,3.5,4.788095238095238,4.316666666666666,3.9083333333333337,4.030061398139338
1562,FabSeasons,Cycling,4.153846153846154,4.606822344322345,3.941666666666666,4.047756410256411,4.086299710990383
1563,FabSeasons,Motorbike Accessories & Parts,3.583333333333333,4.302380952380952,3.6083333333333334,3.5958333333333337,3.5683964922435245
1564,Fabimpex,Home Audio & Theater,3.065671641791045,3.7899366802351873,2.8009814563545907,3.5631772953414744,2.9909327450699563
1565,Fabimpex,Tablets,2.3916666666666666,3.564019607843137,2.8179411764705877,3.252843137254901,2.6174522033555303
1566,FactoryForward,Components,3.533333333333333,4.630000000000001,4.0600000000000005,4.266666666666667,4.024571265321956
1567,Fair Deal Traders,Rucksacks,3.825,4.512272727272728,3.819545454545454,3.822272727272727,3.8497220595793253
1568,Fallingstar,PC Games,2.8,4.2,4.0,4.2,3.6142202963992918
1569,Famacart,Kitchen Storage & Containers,3.6,3.8333333333333335,3.4200000000000004,3.5100000000000002,3.312661451297315
1570,Familykart,Janitorial & Sanitation Supplies,3.5588235294117645,4.615686274509804,4.409803921568628,4.396078431372549,4.165595867133096
1571,Familykart,Kids' Watches,3.5,4.628571428571428,4.199999999999999,3.8500000000000005,3.917369115415921
1572,Fansport,Baby Fashion,3.1999999999999997,4.083333333333333,3.9,3.5500000000000003,3.4421391782605184
1573,Fantom Store,Speakers,2.7084967320261444,4.361764705882352,4.032352941176469,4.191993464052287,3.656906789326057
1574,Fantom Store,Tablets,2.5,4.01904761904762,3.533333333333334,3.0166666666666666,2.944114951645668
1575,Farraige Official,Home Entertainment Systems,3.75,4.55,3.725,3.7375,3.7891384500890406
