,Brand,Best_Seller_ALL_OVER,Best_Seller_ALL_OVER_Rating,Best_Seller_FeedBack_Rating,Best_Seller_FeedBack_Rating_Rating,Best_Seller_Product_Rating,Best_Seller_Product_Rating_Rating,Best_Seller_Packaging_Rating,Best_Seller_Packaging_Rating_Rating,Best_Seller_Courier_Rating,Best_Seller_Courier_Rating_Rating
151,CAPTAIN AMERICA,Bioworld,4.115468716032956,Bioworld,3.5,Bioworld,4.7,Bioworld,4.1,Bioworld,4.76
152,CERO,CERO CARE PRODUCTS LLP,3.150257549035405,CERO CARE PRODUCTS LLP,2.9375,CERO CARE PRODUCTS LLP,3.6897916666666672,CERO CARE PRODUCTS LLP,3.469895833333333,CERO CARE PRODUCTS LLP,4.304791666666667
153,CHANCY,CHANCY,3.723230252090243,CHANCY,3.7142857142857135,RUDRA CREATIONS INDIA,3.95,CHANCY,3.821428571428572,CHANCY,4.542857142857144
154,CHAND SURAJ,Carry On Fashion Store,3.1691810903730824,Carry On Fashion Store,3.1,Carry On Fashion Store,3.7,Carry On Fashion Store,3.4000000000000004,Carry On Fashion Store,4.283333333333333
155,CHEVIK GET ADDICTED,CheVik,4.00347007079181,CheVik,4.2,CheVik,3.85,CheVik,4.025,CheVik,4.7
156,CHOOSTIX,Winsome Pet,4.281726458645997,Winsome Pet,4.4,Ashoka Fish Aquarium,4.340000000000002,Winsome Pet,4.32,Ashoka Fish Aquarium,4.79
157,CHRONEX,Chronex,2.6414922079009955,Chronex,2.2,Chronex,3.82,Chronex,3.01,Chronex,4.003333333333333
158,COSMUS,COSMUS BAGS PVT. LTD.,3.7659789067896554,COSMUS BAGS PVT. LTD.,3.8,COSMUS BAGS PVT. LTD.,4.0245454545454535,COSMUS BAGS PVT. LTD.,3.912272727272727,COSMUS BAGS PVT. LTD.,4.427272727272726
159,CP Plus,Security System n Solution,4.334874310038097,TECHNOLOGY GURU,4.6000000000000005,MPS PVT. LTD,4.085714285714286,Security System n Solution,4.8,Security System n Solution,4.8
160,CRUST,Crust®,3.111026649941825,Crust®,3.333333333333333,Crust®,3.5666666666666664,Crust®,3.45,Crust®,4.041666666666666
161,CVANU,Eshoppinghub,3.6930383297168623,Eshoppinghub,3.833333333333333,Eshoppinghub,3.75,Eshoppinghub,3.791666666666667,Eshoppinghub,4.547619047619048
162,CW,CW96,3.881607141619431,CW96,3.833333333333333,nehra sports,4.4,CW96,3.983333333333333,CW96,4.519047619047619
163,Cable World,Cable World IT®,4.350291882700022,Cable World IT®,2.5,Cable World IT®,5.0,Cable World IT®,5.0,Cable World IT®,5.0
164,Callas,Meera-Enterprises,3.511042096408475,Meera-Enterprises,2.9777777777777783,Meera-Enterprises,4.1,Meera-Enterprises,3.866666666666666,Meera-Enterprises,4.433333333333334
165,Camel,Akash Enterprisess,4.345211588143193,Akash Enterprisess,4.0,ANMOL ART & FRAMES,4.2,ANMOL ART & FRAMES,4.733333333333333,ANMOL ART & FRAMES,4.733333333333333
166,Camlin,Akash Enterprisess,4.1505983358606295,Ecotail Ventures,4.1923076923076925,M/s. PAPYRUS,4.28,Offimart™.,4.64,Offimart™.,4.64
167,Canon,Original cartridge store,4.893068200426682,Original cartridge store,5.0,PHOTO POINT DELHI,4.7,Krazzy Deal,4.9,neelam sales corporations,5.0
168,Capcom,GamesTradeDelhi,4.833583735236432,TOTAL MOBILE AND GAMING,4.185185185185185,AZHARI COLLECTION,5.0,AZHARI COLLECTION,5.0,AZHARI COLLECTION,5.0
169,CarSaaz,Cloudtail India,4.595330083503676,Cloudtail India,5.0,Cloudtail India,3.9333333333333336,Cloudtail India,4.466666666666667,Cloudtail India,5.0
170,Cardio Max,JSB Healthcare,3.196427108228621,JSB Healthcare,3.333333333333333,JSB Healthcare,3.498611111111112,JSB Healthcare,3.795138888888889,JSB Healthcare,3.983333333333333
171,Carrier,Voltas shoppe,3.9069656019794494,Voltas shoppe,4.2,Voltas shoppe,3.98,Voltas shoppe,4.090000000000002,Cloudtail India,4.514285714285714
172,Casa De Amor,Casa De Amor (TM),3.0498146412787093,Casa De Amor (TM),2.9928571428571433,Casa De Amor (TM),3.585,Casa De Amor (TM),3.4925,Casa De Amor (TM),4.099285714285714
173,Casio,MUSIC CRAFT,4.189295563659184,Cambium Retail,3.757575757575757,Blueberry India,4.2,LOVEMUSIC,4.7,LOVEMUSIC,4.7
174,Cello,kitchenette World®🇮🇳,4.64349360241769,kitchenette World®🇮🇳,5.0,S V  ENTERPRISES,4.3,SK Enterprises (Office Stationary Supplier),4.733333333333333,KrishCommerce,5.0
175,Central,GCI Network Private Limited,4.329788711189074,GCI Network Private Limited,3.8333333333333335,GCI Network Private Limited,4.4,GCI Network Private Limited,4.699999999999998,GCI Network Private Limited,4.699999999999998
176,Cetaphil,Cloudtail India,4.6478721041371465,Cloudtail India,5.0,Soft Mantra Technologies Limited,4.15,Cloudtail India,4.516666666666667,Cloudtail India,5.0
177,Chappi,Pets Kingdom,4.577816076625852,Pets Kingdom,5.0,AquaDunia Enterprises,4.228571428571429,Pets Kingdom,4.45,Pets Kingdom,5.0
178,"Charlize Theron, Vin Diesel Dwayne Johnson Luke Evans",Reliance Home Video & Games,3.7484491349104307,Reliance Home Video & Games,3.6,Pritam Music Pvt. Ltd.,4.083333333333334,Reliance Home Video & Games,3.83,Reliance Home Video & Games,4.576666666666666
179,Chicco,HUB MART,4.08575407087916,HUB MART,3.666666666666667,HUB MART,4.516666666666667,HUB MART,4.091666666666667,HUB MART,4.716666666666667
180,Choice homes,J.S.R TEXTILES,3.689373114055391,J.S.R TEXTILES,3.666666666666667,J.S.R TEXTILES,4.116666666666667,J.S.R TEXTILES,3.8916666666666666,J.S.R TEXTILES,4.302380952380951
181,Chris & Kate,Chris and Kate,3.4003830677728604,Chris and Kate,3.0936274509803923,Chris and Kate,4.025735294117647,Chris and Kate,3.559681372549018,Chris and Kate,4.4242647058823525
182,Chris Evans,Music&more,3.634737159789845,Music&more,3.881666666666667,Pritam Music Pvt. Ltd.,3.725,Music&more,3.756250000000001,Music&more,4.501666666666667
183,Chris Hemsworth,Excel Innovators,3.42901791098316,Excel Innovators,3.5,Excel Innovators,3.766666666666666,Excel Innovators,3.633333333333333,Excel Innovators,4.323809523809524
184,Classmate,NTCmark,4.476442478319447,NTCmark,4.714285714285714,NTCmark,4.085714285714286,NTCmark,4.4,NTCmark,4.885714285714286
185,Cloth Fusion,L.R.S (INDIA),2.8008429590727117,L.R.S (INDIA),2.833333333333333,L.R.S (INDIA),3.3833333333333333,L.R.S (INDIA),3.108333333333334,L.R.S (INDIA),4.14047619047619
186,CloudWalker,Cloudtail India,3.2880233958940233,Cloudtail India,2.798809523809524,Cloudtail India,4.003214285714287,Cloudtail India,3.6438690476190483,Cloudtail India,4.329404761904764
187,Clublaptop,Storin® Electro World,4.242760499342678,Storin® Electro World,4.25,Protech.,3.7583333333333337,Storin® Electro World,4.7125,Storin® Electro World,4.7125
188,CocoMoco Kids,CocoMoco Kids,4.0796075255865265,CocoMoco Kids,4.333333333333333,CocoMoco Kids,3.873333333333333,CocoMoco Kids,4.1033333333333335,CocoMoco Kids,4.688888888888889
189,Codemasters,GamesTradeDelhi,4.672486451057628,TOTAL MOBILE AND GAMING,3.888888888888889,Cloudtail India,5.0,Cloudtail India,5.0,Cloudtail India,5.0
190,Commlite,Soham Inc,4.378578245584167,Soham Inc,4.8,MONICAI,4.233333333333333,Soham Inc,4.329999999999999,Soham Inc,4.833333333333333
191,Contacts,REPL Retail,3.71932083949816,REPL Retail,3.9656862745098036,REPL Retail,3.709803921568628,REPL Retail,3.837745098039216,REPL Retail,4.500980392156864
192,Cooler Master,NEWTECH inc,4.104104714207538,NEWTECH inc,4.0,IKONE SOLUTIONS,4.3,NAHAR ENTERPRISES.,4.65,NEWTECH inc,4.666666666666666
193,Corsair,KIDA Retail Private Ltd,4.655150866162859,KIDA Retail Private Ltd,4.285714285714286,A1Price A1Products,4.5,KIDA Retail Private Ltd,4.914285714285714,KIDA Retail Private Ltd,4.914285714285714
194,Cosco,The Prime Mall,3.9112551465741694,MATTRIX INTERNATIONAL,4.155555555555555,RPM store,4.108333333333333,MATTRIX INTERNATIONAL,3.97375,The Prime Mall,4.685714285714285
195,Cosmic Byte,Edinms Technologies,4.212417258448115,GamesTradeDelhi,3.8333333333333335,Cloudtail India,4.0,Edinms Technologies,4.75,Edinms Technologies,4.75
196,Cost2Cost1,Cost 2 Cost1,3.895472748778271,Cost 2 Cost1,4.0,Cost 2 Cost1,4.025,Cost 2 Cost1,4.0125,krishna-accessories,4.566666666666666
197,Coway,"Authorized seller: Kuvings, Coway & Mealthy",4.2444327927177,"Authorized seller: Kuvings, Coway & Mealthy",3.0,"Authorized seller: Kuvings, Coway & Mealthy",4.7,"Authorized seller: Kuvings, Coway & Mealthy",4.8,"Authorized seller: Kuvings, Coway & Mealthy",4.8
198,Cpixen,Cpixen®,3.3293154705465025,Cpixen®,2.6931818181818183,Cpixen®,4.0659090909090905,Cpixen®,3.742045454545455,Cpixen®,4.365909090909092
199,Crazy Sutra,Crazy Sutra,4.221782295518368,Crazy Sutra,4.428571428571429,Home arena,4.3,Crazy Sutra,4.228571428571429,Crazy Sutra,4.714285714285714
200,Creative's,Cloudtail India,4.035056940930582,Cloudtail India,4.2,JollyBuy,4.083333333333333,Cloudtail India,4.085,Cloudtail India,4.63
201,Croma,Woohoo,2.957003640786158,Woohoo,1.75,Woohoo,3.8,Woohoo,4.1000000000000005,Woohoo,4.1000000000000005
202,Crompton,Cloud Business India,4.384662406129968,Ashapura electricals.,4.388888888888888,LED AND HOMETHEATRE MART CHENNAI,4.0440000000000005,Cloud Business India,4.828571428571427,Cloud Business India,4.828571428571427
203,Crompton Greaves,AMAZINGDEALS4EVER,4.016184397379335,AMAZINGDEALS4EVER,4.0,The Foam Factory,4.1000000000000005,AMAZINGDEALS4EVER,4.577777777777778,AMAZINGDEALS4EVER,4.577777777777778
204,Cross,Whole9Yards,3.2289857577730507,Whole9Yards,3.0,Whole9Yards,3.781818181818181,Whole9Yards,3.3909090909090907,Whole9Yards,4.435664335664336
205,CrossBeats,SellBrite Digital,4.52527405599238,SellBrite Digital,5.0,SellBrite Digital,3.8,SellBrite Digital,4.4,SellBrite Digital,5.0
206,Crucial,AIIPL_BLR,4.298215315358976,National-shoppe,4.159722222222221,iBhejo,4.6000000000000005,iBhejo,4.65,RADIXSYSTEMS SERVICES,4.771428571428571
207,Curveit,CurveIt,3.3843391665807907,CurveIt,3.666666666666667,CurveIt,3.5666666666666664,CurveIt,3.6166666666666667,CurveIt,4.266666666666667
208,D'Addario,A B MUSICAL STORES & ACCESSORIES,4.2850033675182635,A B MUSICAL STORES & ACCESSORIES,4.0,Music Chub,4.3047619047619055,A B MUSICAL STORES & ACCESSORIES,4.7799999999999985,A B MUSICAL STORES & ACCESSORIES,4.7799999999999985
209,D-Link,besteshop,4.416813020087433,besteshop,4.833333333333334,BlacklineShop,4.364814814814814,FastDealsIndia,4.825,besteshop,4.833333333333334
210,D3D,D3D SECURITY PVT.LTD.,3.616874435688264,D3D SECURITY PVT.LTD.,3.3178571428571435,D3D SECURITY PVT.LTD.,4.0426190476190484,D3D SECURITY PVT.LTD.,3.9695238095238103,D3D SECURITY PVT.LTD.,4.378333333333334
211,DAHSHA,Dahsha Enterprise,3.1315780980046166,Dahsha Enterprise,3.1619047619047618,Dahsha Enterprise,3.6442857142857146,Dahsha Enterprise,3.522142857142857,Dahsha Enterprise,4.090714285714287
212,DCG pac,NTCmark,4.511389166878826,NTCmark,3.0,Crafts zone 3,5.0,Crafts zone 3,5.0,Crafts zone 3,5.0
213,DEHMAN,MPG GROUP PVT LTD™,3.455202272508132,IMPORT EXPORTS ™,3.166666666666667,MPG GROUP PVT LTD™,4.2,MPG GROUP PVT LTD™,3.5285714285714285,MPG GROUP PVT LTD™,4.614285714285714
214,DEIN KLEIDER,Dein Kleider,4.556799268372463,Dein Kleider,5.0,Dein Kleider,3.86,Dein Kleider,4.43,Dein Kleider,5.0
215,DEVMA,divyansh enterprises ™,3.4589901213231515,divyansh enterprises ™,3.2857142857142856,divyansh enterprises ™,3.871428571428572,divyansh enterprises ™,3.5785714285714287,divyansh enterprises ™,4.514285714285714
216,DFS,VIJAY VALLABH (ROYALS),4.117889908843208,VIJAY VALLABH (ROYALS),4.013888888888888,VIJAY VALLABH (ROYALS),4.05,VIJAY VALLABH (ROYALS),4.361111111111112,VIJAY VALLABH (ROYALS),4.65
217,DHAGAN,Nallu Infotech,3.7628342118468128,Nallu Infotech,3.8571428571428568,Nallu Infotech,3.9857142857142858,Nallu Infotech,3.921428571428572,Nallu Infotech,4.4
218,DHWANI ENTERPRISE,DHWANI ENTERPRISE,4.511389166878826,DHWANI ENTERPRISE,3.0,DHWANI ENTERPRISE,5.0,DHWANI ENTERPRISE,5.0,DHWANI ENTERPRISE,5.0
219,DIXON,Cloudtail India,3.2443869652466018,Cloudtail India,3.166666666666667,Cloudtail India,3.8,Cloudtail India,3.4833333333333334,Cloudtail India,4.257142857142857
220,DMC,Shop Your World Store,3.346198781956756,Shop Your World Store,3.166666666666667,Cart2India Online,4.12,Shop Your World Store,3.5533333333333337,Shop Your World Store,4.32
221,DMR,Lakshmi Electronic,3.4016552607337456,Lakshmi Electronic,3.0,Lakshmi Electronic,3.8,Lakshmi Electronic,4.15,Lakshmi Electronic,4.15
222,DOCBEL-BRAUN,Shri Navkar Surgi Trade,2.6242818163521235,Shri Navkar Surgi Trade,2.6666666666666665,Shri Navkar Surgi Trade,3.0,Shri Navkar Surgi Trade,3.6666666666666665,Shri Navkar Surgi Trade,3.6666666666666665
223,DOCOSS,QUALITY TEAM-AMZ,3.3421371154571133,QUALITY TEAM-AMZ,3.5,QUALITY TEAM-AMZ,3.75,QUALITY TEAM-AMZ,3.625,QUALITY TEAM-AMZ,4.15
224,DRUMROAR,ZAPTIN ENTERPRISES,3.798670925468078,ZAPTIN ENTERPRISES,3.4666666666666663,ZAPTIN ENTERPRISES,4.171666666666667,ZAPTIN ENTERPRISES,4.119166666666667,ZAPTIN ENTERPRISES,4.451666666666666
225,DSC,Cloudtail India,3.454333477783589,Playmart India,3.4166666666666665,Cloudtail India,3.964102564102564,Playmart India,3.685606060606061,Cloudtail India,4.3025641025641015
226,DZert,RUSHI ENTERPRISE,2.7800072688711506,RUSHI ENTERPRISE,2.2857142857142856,RUSHI ENTERPRISE,3.9166666666666665,RUSHI ENTERPRISE,3.1011904761904767,RUSHI ENTERPRISE,4.1000000000000005
227,Dahua,MPS PVT. LTD,3.5994771906089627,MPS PVT. LTD,3.2352941176470584,MPS PVT. LTD,3.9117647058823533,BALAJI COMPUTER...,4.066666666666666,BALAJI COMPUTER...,4.485714285714286
228,Daikin,AT ✓ prime distributors,4.236070371004386,AT ✓ prime distributors,3.8,Bluebird_1,4.372727272727273,AT ✓ prime distributors,4.68,AT ✓ prime distributors,4.68
229,Dash,Valentino N,2.170019696590541,Valentino N,0.6666666666666666,Valentino N,4.233333333333333,Valentino N,2.45,Valentino N,4.233333333333333
230,Datawind,Bestbuyindia,3.5828391339113708,Bestbuyindia,3.9,Bestbuyindia,3.4999999999999987,Bestbuyindia,4.01,Bestbuyindia,4.25
231,Deal Especial,Leather Retail,3.2473963709294154,Leather Retail,3.1538461538461537,True Beats,4.0,Leather Retail,3.476923076923077,Leather Retail,4.2785714285714285
232,DealBindaas,SPORTSCOLOUR,3.942965055290645,SPORTSCOLOUR,4.2,SPORTSCOLOUR,4.0200000000000005,SPORTSCOLOUR,4.1099999999999985,SPORTSCOLOUR,4.366666666666666
233,Decathlon,AVS RETAIL,4.469355040720905,AVS RETAIL,4.833333333333334,AVS RETAIL,4.0,AVS RETAIL,4.416666666666666,AVS RETAIL,4.833333333333334
234,Deep Silver,GamesPlanetImpex,4.382541420441166,GamesPlanetImpex,3.8571428571428568,GamesPlanetImpex,4.5,GamesPlanetImpex,4.714285714285714,GamesPlanetImpex,4.714285714285714
235,Dell,RAHUL COMPUTECH,4.366114359093837,KIDA Retail Private Ltd,4.166666666666667,"Fusion Technology, Muz",4.300000000000002,KIDA Retail Private Ltd,4.783333333333333,DEALINDIA1,4.871428571428573
236,Delsey,Cloudtail India,3.4077227918229407,Cloudtail India,3.611111111111111,Cloudtail India,3.672916666666667,Cloudtail India,3.6420138888888896,Cloudtail India,4.258333333333334
237,DeoDap,gayatri mobile house,3.519817542422799,gayatri mobile house,3.333333333333333,SEE INSIDE,4.44,gayatri mobile house,3.7000000000000006,SEE INSIDE,4.556666666666667
238,Desktop Hub,Desktop Hub,3.1655419883347604,Desktop Hub,2.5,Laptop World.,3.7000000000000006,Laptop World.,4.133333333333333,Laptop World.,4.133333333333333
239,Deziredeal,SHREE KANHA TRADERS,4.085110504189982,SHREE KANHA TRADERS,4.166666666666667,SHREE KANHA TRADERS,4.066666666666666,SHREE KANHA TRADERS,4.116666666666666,SHREE KANHA TRADERS,4.666666666666666
240,Die Hard,Die Hard™ Collections,2.9085841690837664,Die Hard™ Collections,2.75,Die Hard™ Collections,3.675,Die Hard™ Collections,3.2124999999999995,Die Hard™ Collections,4.135
241,Dilip Kumar,RADIO & GRAMOPHONE HOUSE,2.267092544200345,RADIO & GRAMOPHONE HOUSE,2.333333333333333,RADIO & GRAMOPHONE HOUSE,3.3000000000000003,RADIO & GRAMOPHONE HOUSE,2.8166666666666664,RADIO & GRAMOPHONE HOUSE,3.625
242,Discount Retail,Discount Retail,3.760665758339288,Discount Retail,3.833333333333333,Discount Retail,3.95,Discount Retail,3.8916666666666666,Discount Retail,4.4642857142857135
243,Dish TV,skyenterprises2020202,4.434616195077764,skyenterprises2020202,4.0,DTH Digital India,4.2,skyenterprises2020202,4.84,skyenterprises2020202,4.84
244,Disney,LSSales,3.85029243791508,Excel Innovators,3.8,LSSales,4.15,BEYOND TOYS AND GIFTS,4.175,LSSales,4.621428571428573
245,Divine Casa,Cloudtail India,4.2245142900970825,Cloudtail India,4.333333333333333,Cloudtail India,4.05,Cloudtail India,4.191666666666666,Cloudtail India,4.8047619047619055
246,DivineXt,Metro Enterprise,3.1868615339747715,Metro Enterprise,3.1666666666666665,Enivid Sales,3.2,Metro Enterprise,4.066666666666666,Metro Enterprise,4.066666666666666
247,Docooler,FURBUP,3.9973425570759935,FURBUP,3.5,FURBUP,4.1,FURBUP,4.55,FURBUP,4.55
248,Dr Trust,NurecaInd,3.770987321650746,NurecaInd,3.6,Sigma Online,4.133333333333333,NurecaInd,4.36,Nureca Inc USA,4.446153846153846
249,Dr. CHARCOAL,AHPL,3.679755012213748,AHPL,3.6,AHPL,3.8866666666666663,AHPL,4.028333333333333,AHPL,4.380000000000001
250,Dr. Copper,Dr.Copper,3.646658285793532,Dr.Copper,3.666666666666667,Dr.Copper,4.033333333333333,Dr.Copper,3.85,Dr.Copper,4.3047619047619055
251,Dragonwar,TOTAL MOBILE AND GAMING,4.320540825387898,TOTAL MOBILE AND GAMING,3.75,Appario Retail Private Ltd,4.2,TOTAL MOBILE AND GAMING,4.8,TOTAL MOBILE AND GAMING,4.8
252,Dragonwar Emera ELE-G11 Gaming Mouse (Black),Appario Retail Private Ltd,3.1655419883347595,Appario Retail Private Ltd,2.5,Appario Retail Private Ltd,3.7,Appario Retail Private Ltd,4.1,Appario Retail Private Ltd,4.1
253,Dronean,Tokari Wala,2.898316306843116,Tokari Wala,2.1666666666666665,Tokari Wala,4.1000000000000005,Tokari Wala,3.1333333333333333,Tokari Wala,4.285714285714286
254,Drools,Pets Kingdom,3.9951782345444418,Pets Kingdom,4.2,Amazin Pet Shop,3.92,Pets Kingdom,4.0,Pets Kingdom,4.74
255,Drumstone,TWOGOOD ENTERPRISES,3.795413570754136,Premium-Design,3.8,TWOGOOD ENTERPRISES,4.005454545454545,TWOGOOD ENTERPRISES,4.243636363636363,Premium-Design,4.386666666666667
256,Duckback,B L RUBBER INDUSTRIES PVT LTD,3.604614566397513,SAAMIYA ENTERPRISE,3.4285714285714284,B L RUBBER INDUSTRIES PVT LTD,4.333333333333334,B L RUBBER INDUSTRIES PVT LTD,3.6666666666666665,B L RUBBER INDUSTRIES PVT LTD,4.626666666666667
257,Dussledorf,RnR Incorporation,3.0991578147427186,RnR Incorporation,3.0,RnR Incorporation,3.5285714285714285,RnR Incorporation,3.2642857142857147,RnR Incorporation,4.442857142857143
258,Dyson,Dyson India,3.521803663118406,Dyson India,2.0,Dyson India,4.25,Dyson India,4.5,Dyson India,4.5
259,EASEZAP,Aaj Jio,4.130415209238122,Aaj Jio,3.333333333333333,Aaj Jio,4.2,Aaj Jio,4.733333333333333,Aaj Jio,4.733333333333333
260,EASY BREATHER,SHAYONA CREATION,4.142553318993834,SHAYONA CREATION,4.0,SHAYONA CREATION,4.260000000000002,SHAYONA CREATION,4.13,SHAYONA CREATION,4.760000000000002
261,EGate,Appario Retail Private Ltd,3.673097487595863,Appario Retail Private Ltd,3.452380952380953,Appario Retail Private Ltd,3.9154761904761903,kings shopee,4.34,Appario Retail Private Ltd,4.420238095238095
262,ELLONIA,Ellonia,4.146893448766654,Ellonia,4.2,Ellonia,4.18,Ellonia,4.19,Ellonia,4.633333333333334
263,Eagle Eye Gadgets,Tobegift,3.7883166042460017,Tobegift,3.9166666666666665,Eagle Eye Gadgets,3.833333333333333,Tobegift,3.8666666666666667,Tobegift,4.5858974358974365
264,Ealth Kart,suraaj fashions,3.5130663214637634,suraaj fashions,3.25,suraaj fashions,4.15,suraaj fashions,3.7,suraaj fashions,4.35
265,EasyHealth,EasyHealth,3.12161502576764,EasyHealth,2.952380952380953,EasyHealth,3.6690476190476184,EasyHealth,3.310714285714286,EasyHealth,4.383333333333334
266,Ebee,Ebee®,4.2588939624426505,Ebee®,4.75,Bubby Enterprises,4.057142857142858,Ebee®,4.199999999999998,Ebee®,4.87
267,Einstein Box,Cloudtail India,3.435747284350532,Cloudtail India,3.1428571428571432,Cloudtail India,4.114285714285714,Cloudtail India,3.6285714285714286,Cloudtail India,4.342857142857143
268,Electomania,ELECTOMANIA®,3.7602567290000803,ELECTOMANIA®,3.8461538461538463,ELECTOMANIA®,3.8769230769230765,ELECTOMANIA®,3.8615384615384616,ELECTOMANIA®,4.534065934065934
269,Electrobot,M-TECHNO,2.9448542450359905,sb18,3.333333333333333,ElectroBot,2.8000000000000003,M-TECHNO,4.0,M-TECHNO,4.0
270,Electronic Arts,Geek-O-Tech,4.6048205386439305,Geek-O-Tech,4.166666666666667,zenithtraders,4.4,Geek-O-Tech,4.9,Geek-O-Tech,4.9
271,ElectronicsArtGalleryEAG,TryoKart,3.478815490140081,FREDI HD PLUS,3.8615384615384616,TryoKart,3.36875,FREDI HD PLUS,3.976923076923077,TryoKart,4.3812500000000005
272,Elements,Acharya Ayurveda,2.18036065424508,Acharya Ayurveda,1.7142857142857142,Acharya Ayurveda,3.5571428571428565,Acharya Ayurveda,2.635714285714286,Acharya Ayurveda,3.8428571428571434
