,Product,Best_Seller_ALL_OVER,Best_Seller_ALL_OVER_Rating,Best_Seller_FeedBack_Rating,Best_Seller_FeedBack_Rating_Rating,Best_Seller_Product_Rating,Best_Seller_Product_Rating_Rating,Best_Seller_Packaging_Rating,Best_Seller_Packaging_Rating_Rating,Best_Seller_Courier_Rating,Best_Seller_Courier_Rating_Rating
748,Ealth Kart 144 TC 100% Cotton Rajasthani Jaipuri Double Bedsheet with 2 Pillow Covers - Green,suraaj fashions,3.508509551752818,suraaj fashions,3.25,suraaj fashions,4.15,suraaj fashions,3.7,suraaj fashions,4.35
749,Easezap® Quality Guaranteed ●L1 R1 Dual Gamepad ●Trigger with Fire Shooter Controller Button ●Aim Key Mobile Gaming Joystick for ●PUBG/Knives Out/Rules of Survival (All Smartphones),Aaj Jio,4.127239312619974,Aaj Jio,3.333333333333333,Aaj Jio,4.2,Aaj Jio,4.733333333333333,Aaj Jio,4.733333333333333
750,Easezap™ Ultra Quality ●L1 R1 Dual Gamepad ●Trigger with Fire Shooter Controller Button ●Aim Key Mobile Gaming Joystick Console ●PUBG/Knives Out/Rules of Survival (All Smartphones),SELLING EXPERTS(100% QUALITY ASSURANCE),3.579127204159342,SELLING EXPERTS(100% QUALITY ASSURANCE),2.5,SELLING EXPERTS(100% QUALITY ASSURANCE),4.2,SELLING EXPERTS(100% QUALITY ASSURANCE),4.4,SELLING EXPERTS(100% QUALITY ASSURANCE),4.4
751,EasyHealth Single Spring Tummy Trimmer-Waist Trimmer-Abs Exerciser-Body Toner-Fat Buster- Multipurpose Fitness Equipment for Men and Women,EasyHealth,3.267855544709008,EasyHealth,3.333333333333333,EasyHealth,3.4666666666666663,EasyHealth,3.3999999999999995,EasyHealth,4.523809523809524
752,EasyHealth™ Double Spring Tummy Trimmer-Abs Exerciser-Waist Trimmer-Total Body Workout for Men and Women,EasyHealth,2.9617180613036362,EasyHealth,2.571428571428572,EasyHealth,3.8714285714285714,EasyHealth,3.2214285714285715,EasyHealth,4.242857142857143
753,Ebee Brown Laptop Table with Drawer,Ebee®,4.2534687883718165,Ebee®,4.75,Cloudtail India,4.0,Ebee®,4.199999999999998,Ebee®,4.87
754,Ebee Tummy Trimmer (Singal Spring),Croway Pvt India®,3.852794991282258,Croway Pvt India®,4.5,Bubby Enterprises,4.057142857142858,Croway Pvt India®,3.975,Croway Pvt India®,4.5
755,"Einstein Box for 2 Year Old Baby Boys and Girls, Learning and Educational Gift Pack of Toys and Books, Multicolour",Cloudtail India,3.4309177045040733,Cloudtail India,3.1428571428571432,Cloudtail India,4.114285714285714,Cloudtail India,3.6285714285714286,Cloudtail India,4.342857142857143
756,"Einstein Box for 4, 5 and 6 Year Old Baby Boys and Girls, Learning and Educational Gift Pack of Toys and Books (Multicolor)",Einstein box,2.2833464043743485,Einstein box,2.0,Einstein box,3.52,Einstein box,2.76,Einstein box,3.803333333333333
757,Electomania Baby Girls Kids Cute Bow Headband Stripe Hairband Turban Soft Headwear Accessories (Blue),ELECTOMANIA®,3.7551448380548695,ELECTOMANIA®,3.8461538461538463,ELECTOMANIA®,3.8769230769230765,ELECTOMANIA®,3.8615384615384616,ELECTOMANIA®,4.534065934065934
758,"Electrobot Tower PC Assembled Computer Comes with Intel Core 2 Duo, 4GB DDR2 RAM, 320GB HDD for Home and Office PC",M-TECHNO,3.1033522911040703,sb18,3.333333333333333,SAH TRADERS,2.8000000000000003,M-TECHNO,4.12,M-TECHNO,4.12
759,"Electrobot Tower PC Assembled Computer with G41 Motherboard, Intel Core 2 Duo Processor E7500 PC (4GB DDR3 RAM, 500GB HDD)",Nallu Infotech,3.1296169965725347,Nallu Infotech,3.333333333333333,ElectroBot,2.8000000000000003,Nallu Infotech,4.1000000000000005,Nallu Infotech,4.1000000000000005
760,Elevea S6 Bluetooth Headset with 360 Degree Surround Sound with Active Noise Cancellation Suitable for Apple & Android Devices,Elevea™ Elite Shope(1Year Warranty Promise),3.356756432824711,Premium-Design,3.333333333333333,Elevea™ Elite Shope(1Year Warranty Promise),3.9416666666666673,Elevea™ Elite Shope(1Year Warranty Promise),3.595833333333333,Premium-Design,4.326190476190477
761,Ellen ABS 68 cms Red Hardsided Check-in Luggage (AMT Ellen SP68 cm TSA RED),Cloudtail India,3.6998418212709283,Cloudtail India,3.571428571428572,Cloudtail India,3.985714285714285,Cloudtail India,3.7785714285714285,Cloudtail India,4.6000000000000005
762,Ellonia 150 TC 100% Cotton Double Bedsheet with 2 Pillow Covers Size 90 by 90 3D Printed Multi Colour,Ellonia,4.143155353623651,Ellonia,4.2,Ellonia,4.18,Ellonia,4.19,Ellonia,4.633333333333334
763,"Embroiderymaterial Crochet Cotton Thread Yarn for Knitting and Craft Making Combo Pack of 10 Roll (Multicolour, EMB-CC-C10)",Eagle Network Supply Pvt. Ltd.,3.337757510511719,Eagle Network Supply Pvt. Ltd.,3.5,ENSP Online Retail Store,3.7833333333333337,Eagle Network Supply Pvt. Ltd.,3.575,embroidery material,4.557142857142859
764,"Enraciner Anycast Wireless WiFi Display Dongle for Tv, Laptop, Desktop and Latest Smartphones",Premium-Design,2.8465296769752233,Premium-Design,2.8571428571428568,Premium-Design,3.542857142857143,Premium-Design,3.2,Premium-Design,4.042857142857144
765,Enraciner Mini LED Light Wireless Bluetooth Portable Speaker for All Smartphones/iPhones - Assorted Color,Premium-Design,2.972446971098523,Premium-Design,3.0,Premium-Design,3.68,Premium-Design,3.34,Premium-Design,3.9966666666666666
766,Epson EcoTank L3110 All-in-One Ink Tank Printer (Black),SC ONLINE,4.140114357739717,SC ONLINE,4.166666666666667,SC ONLINE,4.166666666666667,SC ONLINE,4.166666666666667,SC ONLINE,4.680952380952381
767,Epson EcoTank L3150 Wi-Fi All-in-One Ink Tank Printer (Black),T M S,4.342335428896706,T M S,4.0,Buyaccessories,4.2,T M S,4.733333333333333,T M S,4.733333333333333
768,Epson L130 Single-Function Ink Tank Colour Printer,Appario Retail Private Ltd,4.194602227020279,Appario Retail Private Ltd,3.9230769230769234,Appario Retail Private Ltd,4.1292307692307695,Galaxy Digital 11,4.666666666666667,Appario Retail Private Ltd,4.6923076923076925
769,Epson L360 Multi-Function Ink Tank Colour Printer (Black),Appario Retail Private Ltd,2.793276980891406,Appario Retail Private Ltd,2.2,Appario Retail Private Ltd,3.796,Appario Retail Private Ltd,3.398,Appario Retail Private Ltd,4.0360000000000005
770,Epson L380 Multi-Function InkTank Colour Printer (Black),PACKIA JAYANTHI TECHNOLOGIES,2.9805276054366137,PACKIA JAYANTHI TECHNOLOGIES,3.2,PACKIA JAYANTHI TECHNOLOGIES,3.4600000000000004,PACKIA JAYANTHI TECHNOLOGIES,3.33,PACKIA JAYANTHI TECHNOLOGIES,4.043333333333333
771,Epson L565 Wi-Fi All-in-One Ink Tank Printer,Ebuy365,3.7879706562403657,Ebuy365,3.807692307692308,The Style Referee,4.199999999999998,Vui Online,4.36,Ebuy365,4.615384615384615
772,Epson L6170 Wi-Fi Duplex All-in-One Ink Tank Printer,The-EStore,4.288561399827524,The-EStore,3.8333333333333335,Njoy-Buying,4.200000000000001,The-EStore,4.733333333333333,The-EStore,4.733333333333333
773,Epson L805 Single-Function Wireless Ink Tank Colour Photo Printer,FAST LIFE,4.231053154706989,FAST LIFE,3.9230769230769234,laptop house,4.336923076923076,FAST LIFE,4.4423076923076925,FAST LIFE,4.823076923076924
774,"Epson Original Refill Ink for Epson T664 for L100,L200,L220,L300,L310,L350,L450,L550 Multicolors Ink Pack of 4",ONLINE ALL IN ONE SHOPPE,4.538068312911516,ONLINE ALL IN ONE SHOPPE,5.0,AB INfotech,4.155555555555557,ONLINE ALL IN ONE SHOPPE,4.416666666666667,ONLINE ALL IN ONE SHOPPE,5.0
775,Eureka Forbes Quick Clean DX 1200-Watt Vacuum Cleaner (Red) with Free Dust Bags,KK eStore,3.823691636638565,KK eStore,3.7142857142857135,Cloudtail India,3.4,KK eStore,4.542857142857144,KK eStore,4.542857142857144
776,Eureka Forbes Super Clean Handheld Vacuum Cleaner (Red/Black),ELECTRONICS MART INDIA LTD,3.2839796751867127,ELECTRONICS MART INDIA LTD,3.266666666666667,ELECTRONICS MART INDIA LTD,3.5,Eeasy India,3.812179487179488,ELECTRONICS MART INDIA LTD,4.233333333333333
777,Eureka Forbes Trendy Zip 1000-Watt Vacuum Cleaner (Black/Red),Cloudtail India,3.229264060161072,Easy Home Deals,2.6666666666666665,Cloudtail India,3.7,Cloudtail India,4.22,Cloudtail India,4.22
778,"Eveready 20-Watt LED Batten (Pack of 2, Cool Day Light)",LAFFALE INTERIO SOLUTION,4.071706421182577,LAFFALE INTERIO SOLUTION,4.0,Ishan Electricals,4.266666666666667,LAFFALE INTERIO SOLUTION,4.05,LAFFALE INTERIO SOLUTION,4.8
779,"Eveready B22 Base 9-Watt LED Bulb (Pack of 2, Cool Day Light) with Free 4 1015 AA carbon zinc batteries",A..S,4.329216166961812,A..S,4.6000000000000005,A..S,4.14,A..S,4.37,JMD ENTERPRISES 24X7,4.685714285714285
780,Eveready Base B22 14W Pack of 2 + 9W LED Bulbs (Cool Day Light),Saleboss Enterprises,4.181146689380393,Saleboss Enterprises,4.666666666666667,Cloudtail India,4.171428571428572,Saleboss Enterprises,4.216666666666667,Saleboss Enterprises,4.666666666666667
781,"Everycom EC-58 58mm USB Direct Thermal Printer, 2-inch (Black, EC58BLK)",Everycom Electronics,2.9039785745385256,Everycom Electronics,2.555555555555556,Everycom Electronics,3.7777777777777777,Everycom Electronics,3.4444444444444446,Everycom Electronics,4.0
782,Ezee M Fold Tissue Paper - 1040 Pieces,HR ENTERPRISES.......,3.34549380359642,HR ENTERPRISES.......,3.633333333333333,Cloudtail India,3.4916666666666667,HR ENTERPRISES.......,3.8549999999999986,Cloudtail India,4.220238095238095
783,F Gear Luxur Black 25 Liter Laptop Backpack,F Gear,3.867700369146664,F Gear,2.5,Cloudtail India,4.5,Cloudtail India,4.666666666666667,Cloudtail India,4.666666666666667
784,F Gear Luxur Brown 25 Liter Laptop Backpack,F Gear,4.117701730812737,F Gear,3.1666666666666665,Cloudtail India,4.5,F Gear,4.666666666666667,F Gear,4.666666666666667
785,F Gear Luxur Brown 25 liter Laptop Backpack,F Gear,3.947689514594167,F Gear,4.181818181818182,F Gear,3.9,F Gear,4.040909090909091,F Gear,4.548484848484848
786,F&D E200 Soundbar Speaker System (Black),Meera-Enterprises,3.2209915847291546,Perfect world computer,2.8,Appario Retail Private Ltd,3.953125,Perfect world computer,3.735,Appario Retail Private Ltd,4.3656250000000005
787,F&D F-203G 2.1 Channel Multimedia Speakers System (Black),Appario Retail Private Ltd,3.5961765665038303,Appario Retail Private Ltd,2.5,Appario Retail Private Ltd,4.0,Appario Retail Private Ltd,4.5,Appario Retail Private Ltd,4.5
788,FASTPED Cool Bell with 3 LED Light Bicycle Bike Accessories Adjustable Safety Warning Loud Horn,jayaswal marketing,3.878468065124456,jayaswal marketing,4.0,jayaswal marketing,3.96,jayaswal marketing,3.98,jayaswal marketing,4.533333333333333
789,FASTPED Cycles Bicycle Steel Air Pump (Color AS PER Stock),jayaswal marketing,3.442498337911366,jayaswal marketing,3.0,jayaswal marketing,4.175000000000002,jayaswal marketing,3.5875,jayaswal marketing,4.4625
790,FIFA 17 - Standard Edition (PS4),BEYOND TOYS AND GIFTS,4.431692857093415,BEYOND TOYS AND GIFTS,4.0,Amazing Dreams,4.2,BEYOND TOYS AND GIFTS,4.84,BEYOND TOYS AND GIFTS,4.84
791,FINICKY-WORLD V380 Wireless HD IP Security Camera Dual Antenna Live View,FINICKY-WORLD,3.4157763714854665,FINICKY-WORLD,3.111111111111111,FINICKY-WORLD,3.9277777777777767,FINICKY-WORLD,3.741666666666666,FINICKY-WORLD,4.372222222222222
792,FITSY® Resistance Toning Tube with Additional Door Anchor,AND Retails,4.089034339598752,AND Retails,4.333333333333333,AND Retails,3.983333333333334,AND Retails,4.158333333333333,AND Retails,4.59047619047619
793,FREDI HD PLUS Security Button Pinhole Spy Camera Mini Micro Spy Hidden Cam DVR Video Recorder,FREDI HD PLUS,3.952874273469596,FREDI HD PLUS,4.142857142857143,FREDI HD PLUS,3.928571428571428,FREDI HD PLUS,4.035714285714287,FREDI HD PLUS,4.571428571428571
794,"FabSeasons Cotton Slouchy Beanie and Skull Cap for Summer, Winter, Autumn & Spring Season, Can be Used as a Helmet Cap Too",FabSeasons,3.981312560702088,FabSeasons,4.153846153846153,FabSeasons,3.9416666666666664,FabSeasons,4.047756410256411,FabSeasons,4.606822344322345
795,"Faber-Castell Paint Brush Set - Flat, Pack of 7 (Navy Blue)",Rohit enterprises2196,4.477637459731056,Rohit enterprises2196,4.142857142857143,Adhriti Educational Books,4.3,redimateonlinestore,4.825,redimateonlinestore,4.825
796,Faber-Castell Tack-It - 90 pieces (Light Green),komagal Private Limited,4.3771138493271895,NTCmark,4.2799999999999985,komagal Private Limited,4.3,komagal Private Limited,4.641666666666667,komagal Private Limited,4.816666666666666
797,Fabric 29 Ltr Blue Laptop Backpack,COSMUS BAGS PVT. LTD.,3.966681969326359,COSMUS BAGS PVT. LTD.,4.0,COSMUS BAGS PVT. LTD.,4.1454545454545455,COSMUS BAGS PVT. LTD.,4.072727272727272,COSMUS BAGS PVT. LTD.,4.511188811188812
798,Familykart Silicone LED Digital Good Looking Watch for Boys& Girls(Red/Orange/Blue/Black/Pink/Yellow/Purple/White Sent As Per Available Colour),Familykart,3.7889694791141517,Familykart,3.5,Familykart,4.199999999999998,Familykart,3.850000000000001,Familykart,4.628571428571427
799,Fansport Retro Sunglasses Triangle Punk Style Outdoor Sunglasses Model Sunglasses for Unisex,Fansport,3.231175528398324,Fansport,3.2,Fansport,3.9,Fansport,3.5500000000000003,Fansport,4.083333333333333
800,Far Cry: New Dawn (PS4),GamesTradeDelhi,4.326402157154527,GamesTradeDelhi,4.25,Amazing Dreams,3.9,TOTAL MOBILE AND GAMING,4.7799999999999985,TOTAL MOBILE AND GAMING,4.7799999999999985
801,Finicky World PS1/PS2 To PC USB Game Controller Converter (Blue),FINICKY-WORLD,2.4214714907803274,FINICKY-WORLD,2.333333333333333,FINICKY-WORLD,2.9,FINICKY-WORLD,3.6,FINICKY-WORLD,3.6
802,"Fisher-Price Infant to Toddler Rocker Geo Diamonds, Multi Color",BABY STATION,3.7205623084882022,Cloudtail India,3.571428571428572,HelloYehlo,4.371428571428572,BABY STATION,3.778571428571429,BABY STATION,4.642857142857143
803,FitPick Slim Belt Women's Men's Tummy Trimmer Sweat Belt - Includes Free Carry Bag,Shorey YogAyush,3.0708971593055763,Shorey YogAyush,3.0,Shorey YogAyush,3.585714285714286,Shorey YogAyush,3.2928571428571423,Shorey YogAyush,4.328571428571428
804,Fitbit Aria Wi-Fi Smart Scale (Black),Cloudtail India,3.1103433827620535,SmartGlobal,3.0277777777777786,Cloudtail India,3.58,Cloudtail India,3.673333333333333,Cloudtail India,4.196666666666667
805,Fitbit Charge 2 Wireless Activity Tracker and Sleep Wristband (Black/Silver),ShopUSAIndia,4.1309960706023405,ShopUSAIndia,4.0,LION DEAL,3.6000000000000005,ShopUSAIndia,4.7200000000000015,ShopUSAIndia,4.7200000000000015
806,Fitbit Flex 2 Wireless Activity Tracker and Sleep Wristband (Black),# Global Hub,3.2132879321148504,# Global Hub,3.025,# Global Hub,3.63,# Global Hub,3.64,# Global Hub,4.2925
807,"Fitbit Surge Ultimate Fitness Super Watch, Small (Black)",ARRAY.,3.8175420853063082,ARRAY.,4.0,ARRAY.,3.9333333333333336,ARRAY.,3.9666666666666655,ARRAY.,4.428571428571429
808,"Fitbit Surge Ultimate Fitness Super Watch, Small (Tangerine)",Ecom-Retails,4.092621039243129,Ecom-Retails,4.2,ARRAY.,4.06,Ecom-Retails,4.1000000000000005,Ecom-Retails,4.733333333333333
809,Fitkit Classic Bottle Shaker 700ml,vikhu enterprises,3.8705992432029803,vikhu enterprises,4.0,vikhu enterprises,4.1000000000000005,vikhu enterprises,4.050000000000002,Cloudtail India,4.430952380952381
810,Fitkit FK500 Steel Airbike with Free Installation assistance (Black/Grey),Shoora Retail,3.601252300010686,Shoora Retail,3.8,HEALTHEX,3.7,Shoora Retail,3.73,Shoora Retail,4.5
811,"Fitkit FKYM02 Dual Layer Yoga Mat, 6mm",Apptronics Retail,2.984967624110793,Apptronics Retail,3.0,Apptronics Retail,3.55,Apptronics Retail,3.2749999999999995,Apptronics Retail,4.178571428571429
812,"Fitkit FKYM04-P Yoga Mat, 6mm",Cloudtail India,2.8817201461122437,Cloudtail India,2.2857142857142856,Cloudtail India,4.0,Cloudtail India,3.1428571428571423,Cloudtail India,4.242857142857143
813,Fitkit FKYMP05-P Yoga Mat 6mm,Cloudtail India,2.947731566246853,Cloudtail India,2.666666666666667,Cloudtail India,3.8,Cloudtail India,3.233333333333334,Cloudtail India,4.185714285714286
814,Fitkit FT200 Series Motorized Treadmill with Auto Lubrication and Auto Inclination (Free Installation Assistance),Cloudtail India,3.86400862731362,Cloudtail India,3.8,Cloudtail India,4.125,Cloudtail India,3.9625,Cloudtail India,4.5375000000000005
815,Fitkit Premium Bottle Shaker 500ml,Apptronics Retail,3.3237823102341735,Apptronics Retail,3.0,Apptronics Retail,4.04,Apptronics Retail,3.52,Cloudtail India,4.447619047619048
816,Fitkit Premium Sports Bottle 750ml,Apptronics Retail,3.5118462791569343,Apptronics Retail,3.5,Cloudtail India,4.0,Apptronics Retail,3.6916666666666655,Apptronics Retail,4.383333333333334
817,Fitlethic 8 loops Yoga Resistance Exercise Bands Straps for Men and Women (Turquoise),Evizo Direct,3.1044289174905746,Evizo Direct,2.5,Evizo Direct,4.033333333333333,Evizo Direct,3.2666666666666666,Evizo Direct,4.453333333333333
818,"Fitlethic Exercise Resistance Workout Mini Loop Bands and Mesh Carrying Bag for Home Fitness, Stretching, Physical Therapy, Yoga - Pack of 6",Evizo Direct,3.80264442446454,Evizo Direct,4.166666666666667,Evizo Direct,3.8666666666666663,Evizo Direct,4.016666666666667,Evizo Direct,4.280952380952382
819,"Fitsy Exercise Resistance Loop Bands, 12-inch (Multicolour) - Set of 3",AND Retails,3.332777024597158,AND Retails,3.166666666666667,AND Retails,3.883333333333333,AND Retails,3.525,AND Retails,4.369047619047619
820,Flash Acrylic Colour Set (16 Colours) 50 ML,VictorryHobbies,3.0589313450905813,VictorryHobbies,2.8095238095238098,VictorryHobbies,3.780952380952381,VictorryHobbies,3.6666666666666665,VictorryHobbies,3.9666666666666655
821,Flashing LED Fedora Hats Glitter Sequins Jazz Caps for Unisex Adult Party Dress up Costume Accessories (...,IROBOTBOX,3.531292684101607,IROBOTBOX,3.4166666666666665,IROBOTBOX,3.8699999999999988,IROBOTBOX,3.6433333333333326,IROBOTBOX,4.539230769230769
822,"Fleejost HD Video/Audio Hidden Recording, HD Sound Clarity Pen Camera with Memory Card Inserting Facility",TryoKart,3.4728945529957467,FREDI HD PLUS,3.8615384615384616,TryoKart,3.36875,FREDI HD PLUS,3.976923076923077,TryoKart,4.3812500000000005
823,Flow Buzz Bluetooth 5.1 Multimedia Speaker Home Theatre System (Multicolour),Appario Retail Private Ltd,3.3086657381752635,Appario Retail Private Ltd,3.363636363636364,Appario Retail Private Ltd,3.657575757575757,Meera-Enterprises,4.0,Appario Retail Private Ltd,4.075757575757575
824,Flow Flash Bluetooth 5.1 Multimedia Speaker Home Theatre System FM USB AUX Remote and More (Black),Appario Retail Private Ltd,2.0431818695576043,Appario Retail Private Ltd,2.25,Appario Retail Private Ltd,2.6,Appario Retail Private Ltd,3.3,Appario Retail Private Ltd,3.3
825,Foldscope Basic Kit - 100% Genuine DIY microscope by Fundoo Labs,Fundoo Labs,2.9189453966442995,Fundoo Labs,2.5,Fundoo Labs,3.1,Fundoo Labs,4.05,Fundoo Labs,4.05
826,Foodie Puppies Cotton Durable Dog Chew Rope Toy for Small to Medium Dogs (Colour May Vary),Foodie Puppies®,2.7359827817671576,Foodie Puppies®,2.0,Foodie Puppies®,3.95,Foodie Puppies®,2.9750000000000005,Foodie Puppies®,4.307142857142858
827,Footloose Romeo Polyester 58 cms Grey Softsided Carry-On (STROW58EGRY),Cloudtail India,2.8823715069950757,Cloudtail India,2.2,Cloudtail India,4.02,Cloudtail India,3.11,Cloudtail India,4.3199999999999985
828,Footloose Romeo Polyester 68 cms Red Softsided Suitcase (STROW68ERED),Sigma Online,3.095329483583685,Sigma Online,3.0,Cloudtail India,3.816666666666667,Cloudtail India,3.325,Sigma Online,4.307142857142857
829,Footloose Rubik Polyester 580 mm Blue Softsided Cabin Luggage (STRUW58EBLU),Cloudtail India,4.190282760218011,Cloudtail India,4.285714285714286,Cloudtail India,4.285714285714286,Cloudtail India,4.285714285714286,Cloudtail India,4.514285714285714
830,Footloose Rubik Polyester 580 mm Purple Softsided Cabin Luggage (STRUW58EPPL),Shop-Box,3.397235028088605,Cloudtail India,3.0,Shop-Box,4.1000000000000005,Shop-Box,3.5500000000000003,Shop-Box,4.45
831,Footloose Rubik Polyester 680 mm Blue Softsided Check-in Luggage (STRUW68EBLU),Cloudtail India,3.337213878466877,Cloudtail India,3.6,Cloudtail India,3.72,Cloudtail India,3.66,Cloudtail India,4.0699999999999985
832,Footloose Rubik Polyester 680 mm Purple Softsided Check-in Luggage (STRUW68EPPL),Cloudtail India,4.255920762167851,Cloudtail India,5.0,Sigma Online,4.1800000000000015,Cloudtail India,4.15,Cloudtail India,5.0
833,"Forestone WS-858.Microphone Wireless Bluetooth Karaoke Microphone, 4-in-1 Portable Handheld Bluetooth Speaker Player,Selfie Function for Apple iPhone Android Smartphone",ZAPTIN ENTERPRISES,2.7697822218291828,teleform,2.6,teleform,3.66,ZAPTIN ENTERPRISES,3.353333333333333,teleform,4.01
834,"Formula 1 517360 Premium Fast Spray Wax (473 ml), Black",AuTo   MoTo,3.732840499798829,AuTo   MoTo,3.8,AuTo   MoTo,3.92,AuTo   MoTo,3.86,AuTo   MoTo,4.486666666666667
835,"Formula 1 517377 Wash and Wax (946 ml), Black",AuTo   MoTo,3.9911322055743774,AuTo   MoTo,4.333333333333333,GoodsSell,4.1,AuTo   MoTo,4.041666666666666,AuTo   MoTo,4.647619047619047
836,"Foscam C1 Indoor HD 720P Wireless Plug and Play IP Camera with Night Vision Up to 26ft, Super Wide 115 Degree Viewing Angle, PIR Motion Detection, and More (Black)",price..perfect,3.939510424089652,price..perfect,4.4,HelloYehlo,4.260000000000002,price..perfect,4.0699999999999985,HelloYehlo,4.676666666666667
837,Foxin 15.4 Inch Full HD LED Backlit Computer Monitor with HDMI Slot,QwickDeal Online Shopping Private Limited,3.705188130922628,QwickDeal Online Shopping Private Limited,3.2,VJ SECURE SYSTEMS.,3.7000000000000006,QwickDeal Online Shopping Private Limited,4.48,QwickDeal Online Shopping Private Limited,4.48
838,Fredi Motion Activated Mini Hidden Camera 720P HD for Android & iOS Devices,ElectronicsArtGalleryEAG®,3.419360879845703,ElectronicsArtGalleryEAG®,4.166666666666667,ElectronicsArtGalleryEAG®,1.9,ElectronicsArtGalleryEAG®,4.483333333333333,ElectronicsArtGalleryEAG®,4.483333333333333
839,Freemans IK7525 Ikon 7.5m:25mm Measuring Tape,Ekart4u,4.187541402814893,Ekart4u,4.333333333333333,Ekart4u,4.133333333333334,Ekart4u,4.233333333333333,Trades Global,4.642857142857143
840,FreshDcart Mini Singing and Recording Mic Lavalier Lapel Microphone with Long Cable for Recording Singing Youtube on Smartphones (Black),Freshdcart,3.6178776721540236,Freshdcart,3.0,Freshdcart,4.0,Freshdcart,4.333333333333333,Freshdcart,4.333333333333333
841,Frizzer 91P 8.5 Inch LCD Writing Board Electronic Tablet for Electronic Drawing Board (Assorted Colour),Frizzer.,2.746314547442389,E-kart:The One Stop Shop,2.25,E-kart:The One Stop Shop,3.4,Frizzer.,3.84,Frizzer.,3.84
842,Frontech 15.4-inch LED Backlit Computer Monitor with HDMI and VGA Port JIL-1978 (Black),SHINEDEALS,4.231228332766031,SHINEDEALS,4.0,KG ENTERPRISES ONLINE,3.8,SHINEDEALS,4.76,SHINEDEALS,4.76
843,"Fujifilm X-T100 w/XC15-45mm Lens Kit Mirrorless Digital Camera (Silver) with 3.0"" TFT LCD",# Global Hub,3.880415415193109,# Global Hub,4.0,Appario Retail Private Ltd,3.1000000000000005,# Global Hub,4.62,# Global Hub,4.62
844,Fujifilm X-T3 Mirrorless Digital Camera (Black) with 18-55mm Lens Kit with Memory Card and Bag,Bellstone Trading,4.886395934817366,Bellstone Trading,4.166666666666667,# Global Hub,5.0,# Global Hub,5.0,# Global Hub,5.0
845,Fujifilm X-T3 Mirrorless Digital Camera with 18-55mm Lens Kit with Memory Card and Bag (Silver),# Global Hub,4.751960862144407,# Global Hub,3.75,# Global Hub,5.0,# Global Hub,5.0,# Global Hub,5.0
846,Fully Wonderful Cartoon Design Small Bags for Kids (Kids Bags),Fully®,3.9088751371218664,Fully®,4.142857142857143,Fully®,3.8333333333333335,Fully®,3.988095238095239,Fully®,4.585714285714286
847,Funko Harry Potter Quidditch Harry Pop Vinyl Toy Figure,Cloudtail India,4.307481134952111,Cloudtail India,4.5,iBhejo,4.3,Cloudtail India,4.3625,Wizplex,4.690476190476191
848,"Funskool Giggles Stacking Cubes, Multi Color",Kid's World India,3.9517011046454575,Kid's World India,4.142857142857143,ur-kidstore,4.275,Kid's World India,4.0285714285714285,Kid's World India,4.585714285714286
849,Funskool Soft Ball,Shop Your World Store,3.8800272954877686,Shop Your World Store,3.666666666666667,Shop Your World Store,4.283333333333333,Shop Your World Store,3.975000000000001,Hira Enterprises.,4.557142857142857
850,"Funskool-Asmodee Ticket to Ride Europe, Multi Color",M/s Gifts World,4.758496086930005,M/s Gifts World,5.0,kiddocart,4.4,M/s Gifts World,4.625,M/s Gifts World,5.0
851,Funskool-Play & Learn India Map Puzzles,T-TOYS Udaipur,4.199700836890391,T-TOYS Udaipur,4.333333333333333,T-TOYS Udaipur,4.1000000000000005,T-TOYS Udaipur,4.216666666666667,T-TOYS Udaipur,4.7
852,Fur Jaden 20 Ltrs Black Anti Theft Waterproof  Backpack,FUR JADEN,3.0060298543364437,FUR JADEN,2.833333333333333,Cloudtail India,4.008974358974359,FUR JADEN,3.3354166666666667,Cloudtail India,4.285897435897436
853,Fur Jaden Anti Theft Zipper Brown 15.6 Inch Laptop Backpack Bag with USB Charging Port & Fully Waterproof,FUR JADEN,4.664027040922081,FUR JADEN,5.0,FUR JADEN,4.071428571428571,FUR JADEN,4.535714285714286,FUR JADEN,5.0
854,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel for Men and Women,FUR JADEN,4.037954321457788,FUR JADEN,4.5,FUR JADEN,3.8,FUR JADEN,4.15,FUR JADEN,4.5
855,"Fusion5 4G Tablet (2GB RAM, 32GB Storage, Wi-Fi + 4G LTE + Voice Calling) (Black, 10.1"")",Fusion5 Tablets,3.973338215267852,Fusion5 Tablets,4.09375,Fusion5 Tablets,3.765625,Fusion5 Tablets,4.2421875,Fusion5 Tablets,4.59375
856,"Fusion5 7"" Android 8.1 Oreo Tablet PC - (Google Certified, WiFi, BT, HDMI, A-GPS, 1024 * 600 IPS Screen, Dual Cameras, F704B Model,)",Fusion5 Tablets,3.5565918625475903,Fusion5 Tablets,3.0,Fusion5 Tablets,3.9,Fusion5 Tablets,4.3,Fusion5 Tablets,4.3
857,Futurekart TDS Meter / Water Purity Tester with Leather Carry Case & Temperature Display for RO Service with Built-in Bath Thermometer,Parijata,4.008928932928466,Parijata,4.069444444444445,Mycica,3.9399999999999986,Metro Enterprise,4.411111111111111,Parijata,4.636111111111111
