web-scraper-order,web-scraper-start-url,MultiLink,MultiLink-href,Product,Product-href,Pagination,Pagination-href,Brand,ProductRating,Category,Sellers,Sellers-href,SellerName,SellerName-href,Price,FeedBack
"1551196454-254","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","Rich Dad Poor Dad: What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!","https://www.amazon.in/Rich-Dad-Poor-Teach-Middle/dp/B079P5G9PP/ref=lp_11477925031_1_7?ie=UTF8&qid=1551196097&sr=1-7","","","null","4.5 out of 5 stars","1 Used from    1,398.39","null","","","","",""
"1551196392-169","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","My Gita","https://www.amazon.in/My-Gita/dp/B01N4FKAR7/ref=lp_11477925031_1_13?ie=UTF8&qid=1551196097&sr=1-13","","","null","null","Theology & Philosophy of Religion","null","","","","",""
"1551197335-2357","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","21 Lessons for the 21st Century","https://www.amazon.in/Lessons-21st-Century-Yuval-Harari/dp/1787330672/ref=lp_4149418031_1_9?s=books&ie=UTF8&qid=1551197059&sr=1-9","","","null","3.9 out of 5 stars","null","null","","","","",""
"1551200172-6677","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","Life is What You Make It","https://www.amazon.in/Life-What-Make-Preeti-Shenoy/dp/9380349300/ref=sr_1_21?s=books&ie=UTF8&qid=1551200057&sr=1-21","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","4.0 out of 5 stars","null","null","","","","",""
"1551196443-237","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","Sherlock Holmes: The Definitive Collection","https://www.amazon.in/Sherlock-Holmes-The-Definitive-Collection/dp/B06W9L329N/ref=lp_11477925031_1_8?ie=UTF8&qid=1551196097&sr=1-8","","","null","null","null","null","","","","",""
"1551200030-6310","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","The Diary of a Young Girl","https://www.amazon.in/Diary-Young-Girl-Anne-Frank/dp/8172345194/ref=lp_10591963031_1_6?s=books&ie=UTF8&qid=1551199835&sr=1-6","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551200077-6431","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","[Sponsored]Emma","https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_stripbooks_sr_pg2_2?ie=UTF8&adId=A0936931RQTO7J1K3KT0&url=https%3A%2F%2Fwww.amazon.in%2FEmma-JANE-AUSTEN%2Fdp%2F8172345305%2Fref%3Dsr_1_35_sspa%3Fs%3Dbooks%26ie%3DUTF8%26qid%3D1551200057%26sr%3D1-35-spons%26psc%3D1%26smid%3DA05378423NJE7Q5XCN3XZ&qualifier=1551200057&id=2690880219998324&widgetName=sp_btf_browse","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","4.0 out of 5 stars","1 Used from    1,251.76","null","","","","",""
"1551196897-1306","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","The Secret(Telugu)","https://www.amazon.in/Secret-Telugu-Rhonda-Byrne/dp/8183221726/ref=sr_1_26?s=books&ie=UTF8&qid=1551196866&sr=1-26","Next Page","https://www.amazon.in/s/ref=lp_4932325031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A4932325031&page=2&ie=UTF8&qid=1551196858","null","4.5 out of 5 stars","null","null","","","","",""
"1551196880-1239","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Ati Prabhavkari Logon ki 7 Aadtein","https://www.amazon.in/Ati-Prabhavkari-Logon-Aadtein-Stephen/dp/8186775994/ref=sr_1_30?s=books&ie=UTF8&qid=1551196866&sr=1-30","Next Page","https://www.amazon.in/s/ref=lp_4932325031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A4932325031&page=2&ie=UTF8&qid=1551196858","null","4.3 out of 5 stars","null","null","","","","",""
"1551200233-6856","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","The Monk Who Sold His Ferrari","https://www.amazon.in/Monk-Who-Sold-His-Ferrari/dp/817992162X/ref=lp_1318157031_1_8?s=books&ie=UTF8&qid=1551200049&sr=1-8","","","null","4.6 out of 5 stars","null","null","","","","",""
"1551197668-2943","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Disha's Rapid General Knowledge 2019 for Competitive Exams","https://www.amazon.in/Dishas-Rapid-General-Knowledge-Competitive/dp/9387421457/ref=sr_1_28?s=books&ie=UTF8&qid=1551197485&sr=1-28","Next Page","https://www.amazon.in/s/ref=lp_4149751031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A4149751031&page=2&ie=UTF8&qid=1551197455","null","4.0 out of 5 stars","null","null","","","","",""
"1551196883-1254","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Ayurvediya Garbh Sanskar (Marathi)","https://www.amazon.in/Ayurvediya-Garbh-Sanskar-Marathi-Balaji/dp/9380571089/ref=sr_1_29?s=books&ie=UTF8&qid=1551196866&sr=1-29","Next Page","https://www.amazon.in/s/ref=lp_4932325031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A4932325031&page=2&ie=UTF8&qid=1551196858","null","4.5 out of 5 stars","null","null","","","","",""
"1551200163-6651","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","Man's Search for Meaning","https://www.amazon.in/Mans-Search-Meaning-Viktor-Frankl/dp/1846041244/ref=sr_1_22?s=books&ie=UTF8&qid=1551200057&sr=1-22","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","4.3 out of 5 stars","null","null","","","","",""
"1551196417-212","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","21 Lessons for the 21st Century","https://www.amazon.in/21-Lessons-21st-Century/dp/B07BVLQNRQ/ref=lp_11477925031_1_10?ie=UTF8&qid=1551196097&sr=1-10","","","null","3.9 out of 5 stars","Civilization & Culture","null","","","","",""
"1551200274-6967","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","All Books","https://www.amazon.in/Books/b/ref=sd_allcat_sbc_books_all?ie=UTF8&node=976389031","","","null","","","","","","","","","",""
"1551197196-2127","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Ikigai","https://www.amazon.in/Ikigai-H%C3%A9ctor-Garc%C3%ADa/dp/178633089X/ref=sr_1_22?s=books&ie=UTF8&qid=1551197065&sr=1-22","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.1 out of 5 stars","null","null","","","","",""
"1551199614-5368","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","India and the Contemporary World - 2 Textbook in History for Class - 10  - 1066","https://www.amazon.in/India-Contemporary-World-Textbook-History/dp/8174507078/ref=sr_1_24?s=books&ie=UTF8&qid=1551199456&sr=1-24","Next Page","https://www.amazon.in/s/ref=lp_4149807031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149807031&page=2&ie=UTF8&qid=1551199422","null","3.5 out of 5 stars","null","null","","","","",""
"1551197207-2164","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Black Holes: The Reith Lectures","https://www.amazon.in/Black-Holes-Lectures-Stephen-Hawking/dp/085750357X/ref=sr_1_20?s=books&ie=UTF8&qid=1551197065&sr=1-20","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.3 out of 5 stars","null","null","","","","",""
"1551197034-1705","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Baniye Network Marketing Millionaire","https://www.amazon.in/Baniye-Network-Marketing-Millionaire-Deepak/dp/9387328813/ref=lp_4932325031_1_11?s=books&ie=UTF8&qid=1551196858&sr=1-11","","","null","4.8 out of 5 stars","null","null","","","","",""
"1551196787-992","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Introducing Psychology: A Graphic Guide (Introducing...)","https://www.amazon.in/Introducing-Psychology-Graphic-Guide-ebook/dp/B00ZCKBYKS/ref=lp_1634753031_1_10?s=digital-text&ie=UTF8&qid=1551196519&sr=1-10","","","null","4.2 out of 5 stars","Kindle Paperwhite (5th Generation)","null","","","","",""
"1551196676-749","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Harry Potter and the Philosopher's Stone","https://www.amazon.in/Harry-Potter-Philosophers-Stone-Rowling-ebook/dp/B019PIOJYU/ref=lp_1634753031_1_15?s=digital-text&ie=UTF8&qid=1551196519&sr=1-15","","","null","4.7 out of 5 stars","1 Used from    1,328.05","null","","","","",""
"1551196206-17","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","Autobiography of a Yogi","https://www.amazon.in/Autobiography-of-a-Yogi/dp/B079P54C5J/ref=sr_1_27?ie=UTF8&qid=1551196103&sr=1-27","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.6 out of 5 stars","null","null","","","","",""
"1551198112-3606","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Quantitative Aptitude for Competitive Examinations","https://www.amazon.in/Quantitative-Aptitude-Competitive-Examinations-Aggarwal/dp/9352534026/ref=lp_4149751031_1_4?s=books&ie=UTF8&qid=1551197455&sr=1-4","","","null","4.1 out of 5 stars","null","null","","","","",""
"1551198103-3582","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","RRB JE Study Guide 2019 Stage 1","https://www.amazon.in/RRB-Study-Guide-2019-Stage/dp/9313169797/ref=lp_4149751031_1_5?s=books&ie=UTF8&qid=1551197455&sr=1-5","","","null","4.0 out of 5 stars","null","null","","","","",""
"1551197238-2239","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Civil Engineering: Conventional and Objective Type (2018-19 Session)","https://www.amazon.in/Civil-Engineering-Conventional-Objective-2018-19/dp/812192605X/ref=lp_4149418031_1_12?s=books&ie=UTF8&qid=1551197059&sr=1-12","","","null","4.1 out of 5 stars","null","null","","","","",""
"1551197986-3353","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","RRB JE Solved Paper and Practice Set","https://www.amazon.in/RRB-Solved-Paper-Practice-Set/dp/9313190265/ref=lp_4149751031_1_13?s=books&ie=UTF8&qid=1551197455&sr=1-13","","","null","4.0 out of 5 stars","null","null","","","","",""
"1551198094-3540","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","A Modern Approach to Verbal & Non-Verbal Reasoning","https://www.amazon.in/Modern-Approach-Verbal-Non-Verbal-Reasoning/dp/9352832167/ref=lp_4149751031_1_7?s=books&ie=UTF8&qid=1551197455&sr=1-7","","","null","4.4 out of 5 stars","null","null","","","","",""
"1551196584-447","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","101 Inspiring Stories","https://www.amazon.in/101-Inspiring-Stories-Francis-Xavier-ebook/dp/B009OERE70/ref=sr_1_30?s=digital-text&ie=UTF8&qid=1551196538&sr=1-30","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","3.9 out of 5 stars","null","null","","","","",""
"1551198454-4021","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","The Old Man and the Sea","https://www.amazon.in/Old-Man-Sea-Ernest-Hemingway/dp/0099908409/ref=sr_1_27?s=books&ie=UTF8&qid=1551198180&sr=1-27","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.3 out of 5 stars","null","null","","","","",""
"1551198310-3815","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","505 Activities for Kids","https://www.amazon.in/505-Activities-Kids-Dreamland-Publications/dp/935089968X/ref=sr_1_32?s=books&ie=UTF8&qid=1551198180&sr=1-32","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.5 out of 5 stars","null","null","","","","",""
"1551196301-93","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","Mafia Queens of Mumbai","https://www.amazon.in/Mafia-Queens-of-Mumbai/dp/B07K8WTTJ5/ref=sr_1_23?ie=UTF8&qid=1551196103&sr=1-23","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.1 out of 5 stars","null","null","","","","",""
"1551199922-6020","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","Harry Potter and the Deathly Hallows (Harry Potter 7)","https://www.amazon.in/Harry-Potter-Deathly-Hallows/dp/1408855712/ref=sr_1_23?s=books&ie=UTF8&qid=1551199855&sr=1-23","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","4.6 out of 5 stars","null","null","","","","",""
"1551198418-3944","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Arabian Nights (Illustrated)","https://www.amazon.in/Arabian-Nights-Illustrated-Maple-Press-ebook/dp/B01LBBQGB8/ref=sr_1_30?s=books&ie=UTF8&qid=1551198180&sr=1-30","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.4 out of 5 stars","null","null","","","","",""
"1551200194-6737","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","Think and Grow Rich","https://www.amazon.in/Think-Grow-Rich-Napoleon-Hill-ebook/dp/B07NLBLFFK/ref=lp_1318157031_1_17?s=books&ie=UTF8&qid=1551200049&sr=1-17","","","null","4.6 out of 5 stars","2 New from    1,612.96","null","","","","",""
"1551196596-486","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Women and the weight loss tamasha","https://www.amazon.in/Women-weight-tamasha-Rujuta-Diwekar-ebook/dp/B008597Q2S/ref=sr_1_27?s=digital-text&ie=UTF8&qid=1551196538&sr=1-27","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","4.3 out of 5 stars","null","null","","","","",""
"1551197898-3214","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Essential English Grammar with Answers","https://www.amazon.in/Essential-English-Grammar-Answers-Raymond/dp/8175960299/ref=sr_1_20?s=books&ie=UTF8&qid=1551197485&sr=1-20","Next Page","https://www.amazon.in/s/ref=lp_4149751031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A4149751031&page=2&ie=UTF8&qid=1551197455","null","4.4 out of 5 stars","null","null","","","","",""
"1551197166-2062","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Objective Electrical Technology (2018-19 Session)","https://www.amazon.in/Objective-Electrical-Technology-2018-19-Session/dp/8121920973/ref=sr_1_24?s=books&ie=UTF8&qid=1551197065&sr=1-24","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.2 out of 5 stars","null","null","","","","",""
"1551198909-4548","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Harry Potter and the Chamber of Secrets (Harry Potter 2)","https://www.amazon.in/Harry-Potter-Chamber-Secrets/dp/1408855666/ref=lp_1318073031_1_16?s=books&ie=UTF8&qid=1551198114&sr=1-16","","","null","4.7 out of 5 stars","4 New from    1,493.00","null","","","","",""
"1551196115-4","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","The Power of Now","https://www.amazon.in/The-Power-of-Now/dp/B079P6F4D9/ref=sr_1_32?ie=UTF8&qid=1551196103&sr=1-32","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.5 out of 5 stars","Meditation","null","","","","",""
"1551198083-3514","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Objective General English","https://www.amazon.in/Objective-General-English-S-P-Bakshi/dp/9351768449/ref=lp_4149751031_1_9?s=books&ie=UTF8&qid=1551197455&sr=1-9","","","null","4.2 out of 5 stars","null","null","","","","",""
"1551196988-1572","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Bharatiya Kala Evam Sanskriti","https://www.amazon.in/Bharatiya-Kala-Sanskriti-Nitin-Singhania/dp/9387067718/ref=lp_4932325031_1_15?s=books&ie=UTF8&qid=1551196858&sr=1-15","","","null","4.6 out of 5 stars","null","null","","","","",""
"1551200201-6746","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","DON’T LOSE OUT, WORK OUT","https://www.amazon.in/DONT-LOSE-OUT-WORK-ebook/dp/B00HQXUT28/ref=lp_1318157031_1_16?s=books&ie=UTF8&qid=1551200049&sr=1-16","","","null","4.3 out of 5 stars","null","null","","","","",""
"1551199790-5674","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","Oswaal CBSE Question Bank Class 10 Science Chapterwise and Topicwise (For March 2019 Exam)","https://www.amazon.in/Oswaal-Question-Science-Chapterwise-Topicwise/dp/9387504913/ref=lp_4149807031_1_11?s=books&ie=UTF8&qid=1551199422&sr=1-11","","","null","4.6 out of 5 stars","null","null","","","","",""
"1551196893-1301","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Madhushala","https://www.amazon.in/Madhushala-Harivansh-Rai-Bachchan/dp/8170283442/ref=sr_1_27?s=books&ie=UTF8&qid=1551196866&sr=1-27","Next Page","https://www.amazon.in/s/ref=lp_4932325031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A4932325031&page=2&ie=UTF8&qid=1551196858","null","4.5 out of 5 stars","null","null","","","","",""
"1551198848-4435","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Spark: Seven Fantastic First-in-Series Novels","https://www.amazon.in/Spark-Seven-Fantastic-First-Novels-ebook/dp/B00XJUHB6O/ref=sr_1_21?s=books&ie=UTF8&qid=1551198180&sr=1-21","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","3.6 out of 5 stars","null","null","","","","",""
"1551198078-3506","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Indian Art and Culture","https://www.amazon.in/Indian-Art-Culture-Nitin-Singhania/dp/9387067548/ref=lp_4149751031_1_10?s=books&ie=UTF8&qid=1551197455&sr=1-10","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551199964-6147","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","Looking for Alaska","https://www.amazon.in/Looking-Alaska-John-Green/dp/0007523521/ref=lp_10591963031_1_14?s=books&ie=UTF8&qid=1551199835&sr=1-14","","","null","4.3 out of 5 stars","null","null","","","","",""
"1551198905-4547","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","The Wimpy Kid: Do-it-Yourself Book (Diary of a Wimpy Kid)","https://www.amazon.in/Wimpy-Kid-Do-Yourself-Diary/dp/0141339667/ref=sr_1_20?s=books&ie=UTF8&qid=1551198180&sr=1-20","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.6 out of 5 stars","null","null","","","","",""
"1551198585-4186","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Harry Potter and the Prisoner of Azkaban (Harry Potter 3)","https://www.amazon.in/Harry-Potter-Prisoner-Azkaban/dp/1408855674/ref=sr_1_25?s=books&ie=UTF8&qid=1551198180&sr=1-25","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.4 out of 5 stars","null","null","","","","",""
"1551196971-1517","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Secrets of the Millionaire Mind","https://www.amazon.in/Secrets-Millionaire-Mind-Harv-Eker/dp/8183221114/ref=lp_4932325031_1_16?s=books&ie=UTF8&qid=1551196858&sr=1-16","","","null","4.5 out of 5 stars","null","null","","","","",""
