web-scraper-order,web-scraper-start-url,MultiLink,MultiLink-href,Product,Product-href,Pagination,Pagination-href,Brand,ProductRating,Category,Sellers,Sellers-href,SellerName,SellerName-href,Price,FeedBack
"1551199674-5464","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","CBSE Chapterwise Solved Papers ENGLISH CORE Class 12 from 2018-2009","https://www.amazon.in/Chapterwise-Solved-Papers-ENGLISH-2018-2009/dp/9313161508/ref=sr_1_21?s=books&ie=UTF8&qid=1551199456&sr=1-21","Next Page","https://www.amazon.in/s/ref=lp_4149807031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149807031&page=2&ie=UTF8&qid=1551199422","null","4.3 out of 5 stars","null","null","","","","",""
"1551198069-3474","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","Fast Track Objective Arithmetic","https://www.amazon.in/Track-Objective-Arithmetic-Rajesh-Verma/dp/9312149830/ref=lp_4149751031_1_11?s=books&ie=UTF8&qid=1551197455&sr=1-11","","","null","4.3 out of 5 stars","null","null","","","","",""
"1551199833-5779","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","CBSE Chapterwise Physics Class 12th","https://www.amazon.in/CBSE-Chapterwise-Physics-Class-12th/dp/9313161427/ref=lp_4149807031_1_4?s=books&ie=UTF8&qid=1551199422&sr=1-4","","","null","4.2 out of 5 stars","null","null","","","","",""
"1551197083-1861","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","The PCOD - Thyroid Book - Compiled From Women and the Weight Loss Tamasha","https://www.amazon.in/PCOD-Thyroid-Compiled-Weight-Tamasha/dp/938572441X/ref=sr_1_32?s=books&ie=UTF8&qid=1551197065&sr=1-32","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.0 out of 5 stars","null","null","","","","",""
"1551199905-5963","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","Diary of a Wimpy Kid - 6: Cabin Fever","https://www.amazon.in/Diary-Wimpy-Kid-Cabin-Fever/dp/0141343001/ref=sr_1_26?s=books&ie=UTF8&qid=1551199855&sr=1-26","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","4.6 out of 5 stars","null","null","","","","",""
"1551199757-5612","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (For March 2019 Exam)","https://www.amazon.in/Oswaal-Question-Science-Chapterwise-Topicwise/dp/9387504921/ref=lp_4149807031_1_14?s=books&ie=UTF8&qid=1551199422&sr=1-14","","","null","4.7 out of 5 stars","null","null","","","","",""
"1551200126-6543","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","A Tale of Two Cities","https://www.amazon.in/Tale-Two-Cities-Charles-Dickens-ebook/dp/B004EHZXVQ/ref=sr_1_29?s=books&ie=UTF8&qid=1551200057&sr=1-29","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","4.2 out of 5 stars","null","null","","","","",""
"1551197703-2996","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Exam Central","https://www.amazon.in/Exam-Preparations-Books/b/ref=sd_allcat_sbc_books_examcentral?ie=UTF8&node=4149751031","FOCUS FEBRUARY 2019","https://www.amazon.in/FOCUS-FEBRUARY-2019-STUDY-CIRCLE/dp/B07G33GTBQ/ref=sr_1_26?s=books&ie=UTF8&qid=1551197485&sr=1-26","Next Page","https://www.amazon.in/s/ref=lp_4149751031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A4149751031&page=2&ie=UTF8&qid=1551197455","null","5.0 out of 5 stars","null","null","","","","",""
"1551200012-6251","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","To Kill a Mockingbird","https://www.amazon.in/Kill-Mockingbird-Harper-Lee/dp/0099549484/ref=lp_10591963031_1_8?s=books&ie=UTF8&qid=1551199835&sr=1-8","","","null","4.4 out of 5 stars","1 New from    299.00","null","","","","",""
"1551200207-6773","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","The Great Gatsby","https://www.amazon.in/Great-Gatsby-F-Scott-Fitzgerald/dp/8172344562/ref=lp_1318157031_1_15?s=books&ie=UTF8&qid=1551200049&sr=1-15","","","null","4.1 out of 5 stars","null","null","","","","",""
"1551197040-1726","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Lok Vyavhar (Hindi)","https://www.amazon.in/Lok-Vyavhar-Hindi-Dale-Carnegie/dp/8183227422/ref=lp_4932325031_1_9?s=books&ie=UTF8&qid=1551196858&sr=1-9","","","null","4.6 out of 5 stars","null","null","","","","",""
"1551196268-55","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","Harvard Business Review Manager's Handbook: The 17 Skills Leaders Need to Stand Out","https://www.amazon.in/Harvard-Business-Review-Managers-Handbook/dp/B06X912S67/ref=sr_1_24?ie=UTF8&qid=1551196103&sr=1-24","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.6 out of 5 stars","null","null","","","","",""
"1551199890-5928","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","War & Peace","https://www.amazon.in/War-Peace-Leo-Tolstoy/dp/8175992832/ref=sr_1_29?s=books&ie=UTF8&qid=1551199855&sr=1-29","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","4.3 out of 5 stars","null","null","","","","",""
"1551198449-3993","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","The Dragon of Fortune (Geronimo Stilton and the Kingdom of Fantasy: Special Edition #2)","https://www.amazon.in/Fortune-Geronimo-Stilton-Kingdom-Fantasy/dp/9352751183/ref=sr_1_28?s=books&ie=UTF8&qid=1551198180&sr=1-28","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.6 out of 5 stars","null","null","","","","",""
"1551196932-1417","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Bharat Ka Bhugol: Civil Seva/Rajya Seva Ki Prarambhik Evam Mukhya Pariksha","https://www.amazon.in/Bharat-Ka-Bhugol-Prarambhik-Pariksha/dp/9387886158/ref=sr_1_22?s=books&ie=UTF8&qid=1551196866&sr=1-22","Next Page","https://www.amazon.in/s/ref=lp_4932325031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A4932325031&page=2&ie=UTF8&qid=1551196858","null","4.5 out of 5 stars","null","null","","","","",""
"1551197110-1920","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","A Brief History of Time: From Big Bang to Black Holes","https://www.amazon.in/Brief-History-Time-Black-Holes/dp/0553175211/ref=sr_1_31?s=books&ie=UTF8&qid=1551197065&sr=1-31","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.4 out of 5 stars","null","null","","","","",""
"1551200094-6451","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","[Sponsored]Animal Farm","https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_stripbooks_sr_pg2_4?ie=UTF8&adId=A010746037UQKD33VW7C3&url=https%3A%2F%2Fwww.amazon.in%2FAnimal-Farm-George-Orwell%2Fdp%2F8172344392%2Fref%3Dsr_1_33_sspa%3Fs%3Dbooks%26ie%3DUTF8%26qid%3D1551200057%26sr%3D1-33-spons%26psc%3D1%26smid%3DA05378423NJE7Q5XCN3XZ&qualifier=1551200057&id=2690880219998324&widgetName=sp_btf_browse","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","4.6 out of 5 stars","1 Used from    1,953.19","null","","","","",""
"1551200153-6623","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","Picture Perfect (Picturing Perfect Book 1)","https://www.amazon.in/Picture-Perfect-Picturing-Book-ebook/dp/B00BYLQIQE/ref=sr_1_24?s=books&ie=UTF8&qid=1551200057&sr=1-24","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","2.8 out of 5 stars","null","null","","","","",""
"1551196572-407","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","It’s Not Right…but It’s Okay","https://www.amazon.in/Its-Not-Right-but-Okay-ebook/dp/B019H0DU8C/ref=sr_1_32?s=digital-text&ie=UTF8&qid=1551196538&sr=1-32","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","4.2 out of 5 stars","null","null","","","","",""
"1551197057-1775","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Indian Language Books","https://www.amazon.in/Indian-Language-Books/b/ref=sd_allcat_sbc_books_indian?ie=UTF8&node=4932325031","Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi)","https://www.amazon.in/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669/ref=lp_4932325031_1_4?s=books&ie=UTF8&qid=1551196858&sr=1-4","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551199946-6091","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","Diary of a Wimpy Kid: Hard Luck","https://www.amazon.in/Diary-Wimpy-Kid-Hard-Luck/dp/0141353074/ref=sr_1_20?s=books&ie=UTF8&qid=1551199855&sr=1-20","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","4.7 out of 5 stars","null","null","","","","",""
"1551199949-6111","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","The Kite Runner","https://www.amazon.in/Kite-Runner-Khaled-Hosseini/dp/1408850257/ref=lp_10591963031_1_16?s=books&ie=UTF8&qid=1551199835&sr=1-16","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551199112-4608","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Great Stories for Children","https://www.amazon.in/Great-Stories-Children-Ruskin-Bond/dp/8129118920/ref=lp_1318073031_1_13?s=books&ie=UTF8&qid=1551198114&sr=1-13","","","null","4.4 out of 5 stars","null","null","","","","",""
"1551196177-12","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","I Can't Make This Up: Life Lessons","https://www.amazon.in/Cant-Make-This-Up-Lessons/dp/B072C5BBVH/ref=sr_1_28?ie=UTF8&qid=1551196103&sr=1-28","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.9 out of 5 stars","null","null","","","","",""
"1551199911-5996","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","Diary of a Wimpy Kid: The Ugly Truth","https://www.amazon.in/Diary-Wimpy-Kid-Ugly-Truth/dp/0141340827/ref=sr_1_25?s=books&ie=UTF8&qid=1551199855&sr=1-25","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","4.6 out of 5 stars","null","null","","","","",""
"1551196852-1170","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Everyone has a story","https://www.amazon.in/Everyone-has-story-Savi-Sharma-ebook/dp/B01ELLDUBO/ref=lp_1634753031_1_4?s=digital-text&ie=UTF8&qid=1551196519&sr=1-4","","","null","4.1 out of 5 stars","null","null","","","","",""
"1551199391-4979","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Diary of A Wimpy Kid: The Meltdown (Book 13) (Diary of a Wimpy Kid 13)","https://www.amazon.in/Diary-Wimpy-Kid-Meltdown-Book/dp/0141378204/ref=lp_1318073031_1_6?s=books&ie=UTF8&qid=1551198114&sr=1-6","","","null","4.7 out of 5 stars","null","null","","","","",""
"1551196812-1059","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Speed Reading: How to Double (or Triple) Your Reading Speed in Just 1 Hour!","https://www.amazon.in/Speed-Reading-Double-Triple-Your-ebook/dp/B008J2MMWU/ref=lp_1634753031_1_8?s=digital-text&ie=UTF8&qid=1551196519&sr=1-8","","","null","3.9 out of 5 stars","null","null","","","","",""
"1551197453-2556","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Certificate Physics And Human Geography; Indian Edition","https://www.amazon.in/Certificate-Physics-Human-Geography-Indian/dp/0195628160/ref=lp_4149418031_1_4?s=books&ie=UTF8&qid=1551197059&sr=1-4","","","null","4.3 out of 5 stars","null","null","","","","",""
"1551197309-2338","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Democracy on the Road: A 25 Year Journey through India","https://www.amazon.in/Democracy-Road-Journey-through-India/dp/0670092207/ref=lp_4149418031_1_10?s=books&ie=UTF8&qid=1551197059&sr=1-10","","","null","3.9 out of 5 stars","null","null","","","","",""
"1551196649-660","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","DON’T LOSE OUT, WORK OUT","https://www.amazon.in/DONT-LOSE-OUT-WORK-ebook/dp/B00HQXUT28/ref=sr_1_21?s=digital-text&ie=UTF8&qid=1551196538&sr=1-21","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","4.3 out of 5 stars","null","null","","","","",""
"1551199679-5468","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","Flamingo - Textbook in English (Core Course) for Class - 12  - 12074","https://www.amazon.in/Flamingo-Textbook-English-Course-Class/dp/8174506500/ref=sr_1_20?s=books&ie=UTF8&qid=1551199456&sr=1-20","Next Page","https://www.amazon.in/s/ref=lp_4149807031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149807031&page=2&ie=UTF8&qid=1551199422","null","3.8 out of 5 stars","null","null","","","","",""
"1551197225-2218","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Homo Deus: A Brief History of Tomorrow","https://www.amazon.in/Homo-Deus-Brief-History-Tomorrow/dp/1784703931/ref=lp_4149418031_1_15?s=books&ie=UTF8&qid=1551197059&sr=1-15","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551200214-6785","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","The Power of Your Subconscious Mind","https://www.amazon.in/Power-Your-Subconscious-Mind-ebook/dp/B07NLJ3JY7/ref=lp_1318157031_1_13?s=books&ie=UTF8&qid=1551200049&sr=1-13","","","null","4.5 out of 5 stars","null","null","","","","",""
"1551199827-5764","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","CBSE Chemistry Chapterwise Solved Papers Class 12th","https://www.amazon.in/Chemistry-Chapterwise-Solved-Papers-Class/dp/9313161419/ref=lp_4149807031_1_6?s=books&ie=UTF8&qid=1551199422&sr=1-6","","","null","4.3 out of 5 stars","null","null","","","","",""
"1551200259-6930","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","Immortals of Meluha (The Shiva Trilogy Book 1)","https://www.amazon.in/Immortals-Meluha-Shiva-Trilogy-Book-ebook/dp/B008593O8S/ref=lp_1318157031_1_5?s=books&ie=UTF8&qid=1551200049&sr=1-5","","","null","4.6 out of 5 stars","null","null","","","","",""
"1551196592-468","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","The Secret Letters of the Monk Who Sold His Ferrari","https://www.amazon.in/Secret-Letters-Monk-Sold-Ferrari-ebook/dp/B008SNUUPQ/ref=sr_1_28?s=digital-text&ie=UTF8&qid=1551196538&sr=1-28","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","4.6 out of 5 stars","null","null","","","","",""
"1551199901-5959","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Editor's Corner","https://www.amazon.in/b/ref=sd_allcat_sbc_books_editorscorner?ie=UTF8&node=10591963031","The Catcher in the Rye","https://www.amazon.in/Catcher-Rye-J-D-Salinger/dp/0241950422/ref=sr_1_27?s=books&ie=UTF8&qid=1551199855&sr=1-27","Next Page","https://www.amazon.in/s/ref=lp_10591963031_pg_2?rh=n%3A976389031%2Cn%3A%211318447031%2Cn%3A%211318449031%2Cn%3A10591963031&page=2&ie=UTF8&qid=1551199835","null","3.6 out of 5 stars","null","null","","","","",""
"1551196318-101","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","The Monk Who Sold His Ferrari","https://www.amazon.in/Monk-Who-Sold-His-Ferrari/dp/B06XWBHSBQ/ref=sr_1_22?ie=UTF8&qid=1551196103&sr=1-22","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.6 out of 5 stars","Spirituality","null","","","","",""
"1551200142-6603","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","The Bestseller She Wrote","https://www.amazon.in/Bestseller-She-Wrote-Ravi-Subramanian-ebook/dp/B016U84GUA/ref=sr_1_26?s=books&ie=UTF8&qid=1551200057&sr=1-26","Next Page","https://www.amazon.in/s/ref=lp_1318157031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318157031&page=2&ie=UTF8&qid=1551200049","null","3.7 out of 5 stars","null","null","","","","",""
"1551199308-4824","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","LOL: Funny Jokes and Riddles for Kids (Laugh Out Loud Book 1)","https://www.amazon.in/LOL-Funny-Jokes-Riddles-Laugh-ebook/dp/B00UTZG8S4/ref=lp_1318073031_1_10?s=books&ie=UTF8&qid=1551198114&sr=1-10","","","null","3.5 out of 5 stars","null","null","","","","",""
"1551199691-5510","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","Mathematics Textbook for Class 12 - Part I  - 12079","https://www.amazon.in/Mathematics-Textbook-Class-12-12079/dp/8174506292/ref=lp_4149807031_1_17?s=books&ie=UTF8&qid=1551199422&sr=1-17","","","null","4.0 out of 5 stars","null","null","","","","",""
"1551196146-7","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Audible Audiobooks & more","https://www.amazon.in/b/ref=sd_allcat_aud?ie=UTF8&node=11477925031","The Girl in Room 105","https://www.amazon.in/The-Girl-in-Room-105/dp/B07KB5HMKN/ref=sr_1_30?ie=UTF8&qid=1551196103&sr=1-30","Next Page","https://www.amazon.in/s/ref=lp_11477925031_pg_2?rh=n%3A976389031%2Cn%3A%215579306031%2Cn%3A%215579319031%2Cn%3A11477925031&page=2&ie=UTF8&qid=1551196097","null","4.1 out of 5 stars","null","null","","","","",""
"1551200180-6706","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Fiction Books","https://www.amazon.in/literature-fiction-books/b/ref=sd_allcat_sbc_books_fiction?ie=UTF8&node=1318157031","A Wasted Hour","https://www.amazon.in/Wasted-Hour-Jeffrey-Archer-ebook/dp/B075MBVCSG/ref=lp_1318157031_1_18?s=books&ie=UTF8&qid=1551200049&sr=1-18","","","null","4.1 out of 5 stars","null","null","","","","",""
"1551197128-1963","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Textbooks","https://www.amazon.in/Text-Books/b/ref=sd_allcat_sbc_books_textbooks?ie=UTF8&node=4149418031","Wuthering Heights","https://www.amazon.in/Wuthering-Heights-Emily-Bront%C3%AB/dp/8172344899/ref=sr_1_28?s=books&ie=UTF8&qid=1551197065&sr=1-28","Next Page","https://www.amazon.in/s/ref=lp_4149418031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149418031&page=2&ie=UTF8&qid=1551197059","null","4.1 out of 5 stars","1 New from    2,020.55","null","","","","",""
"1551199503-5172","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","School Textbooks","https://www.amazon.in/School-Books/b/ref=sd_allcat_sbc_books_schooltexts?ie=UTF8&node=4149807031","High School English Grammar and Composition Book (Multicolour Edition)","https://www.amazon.in/School-English-Grammar-Composition-Multicolour/dp/935253008X/ref=sr_1_31?s=books&ie=UTF8&qid=1551199456&sr=1-31","Next Page","https://www.amazon.in/s/ref=lp_4149807031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A15417300031%2Cn%3A4149807031&page=2&ie=UTF8&qid=1551199422","null","4.4 out of 5 stars","null","null","","","","",""
"1551198353-3884","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Children's Books","https://www.amazon.in/children-books/b/ref=sd_allcat_sbc_books_children?ie=UTF8&node=1318073031","Metamorphosis","https://www.amazon.in/Metamorphosis-Franz-Kafka/dp/8172345135/ref=sr_1_31?s=books&ie=UTF8&qid=1551198180&sr=1-31","Next Page","https://www.amazon.in/s/ref=lp_1318073031_pg_2?rh=n%3A976389031%2Cn%3A%21976390031%2Cn%3A1318073031&page=2&ie=UTF8&qid=1551198114","null","4.2 out of 5 stars","1 Used from    2,439.77","null","","","","",""
"1551196630-612","https://www.amazon.in/gp/site-directory?ref_=nav_shopall_btn","Kindle eBooks","https://www.amazon.in/ebooks-kindle/b/ref=sd_allcat_sbc_books_ebooks?ie=UTF8&node=1634753031","Half Girlfriend","https://www.amazon.in/Half-Girlfriend-Chetan-Bhagat-ebook/dp/B013VO02LS/ref=sr_1_23?s=digital-text&ie=UTF8&qid=1551196538&sr=1-23","Next Page","https://www.amazon.in/s/ref=lp_1634753031_pg_2?rh=n%3A1571277031%2Cn%3A%211571278031%2Cn%3A1634753031&page=2&ie=UTF8&qid=1551196519","null","4.2 out of 5 stars","null","null","","","","",""
